generator,repeat,chi2,df,p_value,lower_tail,central_p,min_count,max_count,count_std
numpy_pcg64,83,143.0250000000,124,0.1164075441,0.8835924559,0.2328150882,59,108,9.6059457394
numpy_pcg64,84,133.8000000000,124,0.2582657442,0.7417342558,0.5165314883,55,101,9.2909945994
numpy_pcg64,85,130.1500000000,124,0.334898231,0.665101769,0.669796462,59,103,9.1633913992
numpy_pcg64,86,112.4500000000,124,0.7626439948,0.2373560052,0.4747120104,59,100,8.5175340972
numpy_pcg64,87,112.8500000000,124,0.7541979591,0.2458020409,0.4916040818,54,102,8.5326696651
numpy_pcg64,88,119.8750000000,124,0.5880111805,0.4119888195,0.8239776389,60,109,8.7942429849
numpy_pcg64,89,134.5750000000,124,0.2434093555,0.7565906445,0.4868187109,56,111,9.3178635236
numpy_pcg64,90,119.6500000000,124,0.5936904161,0.4063095839,0.8126191677,51,106,8.7859859087
numpy_pcg64,91,124.0000000000,124,0.4831099679,0.5168900321,0.9662199358,60,104,8.9442719100
numpy_pcg64,92,150.2000000000,124,0.0547118043,0.9452881957,0.1094236086,56,107,9.8439436105
numpy_pcg64,93,117.4750000000,124,0.6477670906,0.3522329094,0.7044658187,59,102,8.7057637563
numpy_pcg64,94,129.8750000000,124,0.341081251,0.658918749,0.6821625019,54,101,9.1537054017
numpy_pcg64,95,111.7250000000,124,0.7775871665,0.2224128335,0.444825667,58,102,8.4900321060
numpy_pcg64,96,109.0250000000,124,0.8287779463,0.1712220537,0.3424441074,52,101,8.3868176132
numpy_pcg64,97,111.9500000000,124,0.7730010462,0.2269989538,0.4539979075,60,106,8.4985767309
numpy_pcg64,98,119.6500000000,124,0.5936904161,0.4063095839,0.8126191677,57,100,8.7859859087
numpy_pcg64,99,116.3750000000,124,0.6743345387,0.3256654613,0.6513309226,57,103,8.6649088374
numpy_pcg64,100,107.7750000000,124,0.8499389066,0.1500610934,0.3001221867,59,102,8.3386004860
numpy_pcg64,101,112.8750000000,124,0.7536654529,0.2463345471,0.4926690943,53,103,8.5336147467
numpy_pcg64,102,111.2500000000,124,0.7871131977,0.2128868023,0.4257736046,56,103,8.4719651527
numpy_pcg64,103,127.5000000000,124,0.3964895472,0.6035104528,0.7929790945,62,104,9.0696231739
numpy_pcg64,104,108.5000000000,124,0.8378674658,0.1621325342,0.3242650683,59,99,8.3666002653
numpy_pcg64,105,119.4750000000,124,0.5980989944,0.4019010056,0.8038020111,61,105,8.7795583694
numpy_pcg64,106,128.2250000000,124,0.3792196921,0.6207803079,0.7584393842,56,101,9.0953728044
numpy_pcg64,107,118.6500000000,124,0.6187632552,0.3812367448,0.7624734895,63,104,8.7491935112
numpy_pcg64,108,124.8000000000,124,0.4629445406,0.5370554594,0.9258890813,57,104,8.9730780133
numpy_pcg64,109,157.3250000000,124,0.02312290812,0.9768770919,0.04624581624,59,116,10.0747208398
numpy_pcg64,110,138.1750000000,124,0.1814388684,0.8185611316,0.3628777369,59,110,9.4416715305
numpy_pcg64,111,134.7000000000,124,0.2410623614,0.7589376386,0.4821247228,54,100,9.3221899684
numpy_pcg64,112,128.7500000000,124,0.3669003607,0.6330996393,0.7338007214,59,110,9.1139736739
numpy_pcg64,113,134.1500000000,124,0.2514916906,0.7485083094,0.5029833812,59,107,9.3031385616
numpy_pcg64,114,152.9250000000,124,0.03986474891,0.9601352511,0.07972949781,52,107,9.9328389860
numpy_pcg64,115,138.3000000000,124,0.1794987328,0.8205012672,0.3589974657,56,102,9.4459412687
numpy_pcg64,116,103.0750000000,124,0.9144771313,0.08552286871,0.1710457374,55,100,8.1547532152
numpy_pcg64,117,107.3000000000,124,0.8575423582,0.1424576418,0.2849152835,58,98,8.3202047121
numpy_pcg64,118,112.7250000000,124,0.7568523781,0.2431476219,0.4862952439,58,103,8.5279426858
numpy_pcg64,119,104.4500000000,124,0.8980434804,0.1019565196,0.2039130393,59,97,8.2089644155
numpy_pcg64,120,129.7500000000,124,0.343908903,0.656091097,0.6878178059,58,105,9.1492992857
numpy_pcg64,121,158.8750000000,124,0.01890309852,0.9810969015,0.03780619704,53,103,10.1242283657
numpy_pcg64,122,124.6500000000,124,0.4667133133,0.5332866867,0.9334266265,58,105,8.9676839172
numpy_pcg64,123,121.6500000000,124,0.542907588,0.457092412,0.9141848241,53,106,8.8591123126
numpy_pcg64,124,108.0000000000,124,0.8462526704,0.1537473296,0.3074946593,59,105,8.3473001237
numpy_pcg64,125,142.1500000000,124,0.1266207192,0.8733792808,0.2532414384,49,101,9.5765169774
numpy_pcg64,126,142.0250000000,124,0.1281326984,0.8718673016,0.2562653967,56,105,9.5723054829
numpy_pcg64,127,128.3500000000,124,0.3762717911,0.6237282089,0.7525435821,57,104,9.0998050316
numpy_pcg64,128,130.5250000000,124,0.3265525001,0.6734474999,0.6531050001,56,101,9.1765831015
numpy_pcg64,129,119.0250000000,124,0.6093965903,0.3906034097,0.7812068195,50,105,8.7630087630
numpy_pcg64,130,132.2000000000,124,0.2905538132,0.7094461868,0.5811076263,59,101,9.2352759883
numpy_pcg64,131,125.2750000000,124,0.4510534164,0.5489465836,0.9021068328,52,102,8.9901379659
numpy_pcg64,132,104.8750000000,124,0.8925592841,0.1074407159,0.2148814317,63,105,8.2256483223
numpy_pcg64,133,98.8750000000,124,0.9530273507,0.04697264931,0.09394529863,62,105,7.9868844101
numpy_pcg64,134,123.4500000000,124,0.4970524325,0.5029475675,0.9941048651,59,104,8.9244137785
numpy_pcg64,135,107.0250000000,124,0.8618331694,0.1381668306,0.2763336612,62,99,8.3095359134
numpy_pcg64,136,141.5500000000,124,0.1340006552,0.8659993448,0.2680013104,59,104,9.5562848767
numpy_pcg64,137,161.2500000000,124,0.01375042561,0.9862495744,0.02750085122,56,104,10.1996204863
numpy_pcg64,138,122.5500000000,124,0.5199569107,0.4800430893,0.9600861787,61,109,8.8918229924
numpy_pcg64,139,103.1750000000,124,0.9133485613,0.08665143869,0.1733028774,58,103,8.1587079939
numpy_pcg64,140,130.6500000000,124,0.3237930176,0.6762069824,0.6475860352,55,102,9.1809761235
numpy_pcg64,141,125.6750000000,124,0.4410965124,0.5589034876,0.8821930248,62,109,9.0044791721
numpy_pcg64,142,138.0500000000,124,0.1833932507,0.8166067493,0.3667865015,60,104,9.4373998606
numpy_pcg64,143,135.8000000000,124,0.2210076164,0.7789923836,0.4420152328,59,100,9.3601764527
numpy_pcg64,144,127.1000000000,124,0.4061361586,0.5938638414,0.8122723172,56,106,9.0553851381
numpy_pcg64,145,127.2250000000,124,0.4031129986,0.5968870014,0.8062259972,55,104,9.0598369280
numpy_pcg64,146,130.1250000000,124,0.3354581517,0.6645418483,0.6709163034,55,105,9.1625112771
numpy_pcg64,147,134.8000000000,124,0.2391946926,0.7608053074,0.4783893852,59,105,9.3256496790
numpy_pcg64,148,115.4500000000,124,0.6961409789,0.3038590211,0.6077180421,61,101,8.6304038705
numpy_pcg64,149,99.7500000000,124,0.9463509545,0.05364904548,0.107298091,61,101,8.0221467644
numpy_pcg64,150,115.5750000000,124,0.6932256213,0.3067743787,0.6135487574,56,98,8.6350747611
numpy_pcg64,151,117.1250000000,124,0.6562883163,0.3437116837,0.6874233674,55,109,8.6927852918
numpy_pcg64,152,152.6250000000,124,0.04131115154,0.9586888485,0.08262230308,59,109,9.9230913498
numpy_pcg64,153,141.0750000000,124,0.1400642708,0.8599357292,0.2801285415,57,105,9.5402373677
numpy_pcg64,154,145.7500000000,124,0.08858647762,0.9114135224,0.1771729552,53,103,9.6970231548
numpy_pcg64,155,109.9750000000,124,0.8116001402,0.1883998598,0.3767997195,58,100,8.4232780379
numpy_pcg64,156,151.3750000000,124,0.0478248022,0.9521751978,0.0956496044,57,114,9.8823727071
numpy_pcg64,157,117.5750000000,124,0.6453216833,0.3546783167,0.7093566334,61,103,8.7094683368
numpy_pcg64,158,134.3000000000,124,0.2486210683,0.7513789317,0.4972421365,61,106,9.3083382669
numpy_pcg64,159,144.1250000000,124,0.1044682057,0.8955317943,0.2089364114,59,109,9.6428144734
numpy_pcg64,160,141.2000000000,124,0.1384494848,0.8615505152,0.2768989697,58,106,9.5444630123
numpy_pcg64,161,121.7750000000,124,0.5397200378,0.4602799622,0.9205599245,54,100,8.8636626814
numpy_pcg64,162,123.5750000000,124,0.4938791296,0.5061208704,0.9877582592,60,103,8.9289308683
numpy_pcg64,163,129.8500000000,124,0.3416459295,0.6583540705,0.683291859,62,106,9.1528243482
numpy_pcg64,164,125.5000000000,124,0.4454458569,0.5545541431,0.8908917138,59,110,8.9982077068
numpy_pcg64,165,137.4500000000,124,0.1929727498,0.8070272502,0.3859454996,58,105,9.4168688721
numpy_pcg64,166,142.1750000000,124,0.1263199252,0.8736800748,0.2526398504,58,106,9.5773590541
numpy_pcg64,167,111.5750000000,124,0.7806183948,0.2193816052,0.4387632105,62,106,8.4843309087
numpy_pcg64,168,125.4750000000,124,0.4460680707,0.5539319293,0.8921361415,60,103,8.9973114264
numpy_pcg64,169,116.4500000000,124,0.6725438511,0.3274561489,0.6549122979,53,104,8.6677005173
numpy_pcg64,170,129.9000000000,124,0.3405170002,0.6594829998,0.6810340004,56,103,9.1545863704
numpy_pcg64,171,121.1750000000,124,0.5550133027,0.4449866973,0.8899733945,61,106,8.8417995541
numpy_pcg64,172,90.3750000000,124,0.9898995758,0.01010042422,0.02020084844,60,100,7.6358661338
numpy_pcg64,173,133.9750000000,124,0.2548654727,0.7451345273,0.5097309454,56,103,9.2970685633
numpy_pcg64,174,124.0250000000,124,0.482477561,0.517522439,0.9649551221,58,104,8.9451735049
numpy_pcg64,175,137.5250000000,124,0.191757343,0.808242657,0.383514686,53,107,9.4194376930
numpy_pcg64,176,141.3750000000,124,0.1362117331,0.8637882669,0.2724234663,53,104,9.5503757737
numpy_pcg64,177,136.2500000000,124,0.2131165606,0.7868834394,0.4262331212,58,100,9.3756720189
numpy_pcg64,178,111.5500000000,124,0.7811215465,0.2188784535,0.4377569069,63,112,8.4833803366
numpy_pcg64,179,131.2250000000,124,0.3112477777,0.6887522223,0.6224955553,61,103,9.2011570100
numpy_pcg64,180,139.7500000000,124,0.1580304125,0.8419695875,0.3160608251,59,99,9.4953299217
numpy_pcg64,181,117.5000000000,124,0.647156176,0.352843824,0.7056876479,55,105,8.7066900492
numpy_pcg64,182,160.6000000000,124,0.01501882956,0.9849811704,0.03003765912,54,106,10.1790423531
numpy_pcg64,183,121.3000000000,124,0.5518290237,0.4481709763,0.8963419525,61,105,8.8463588281
numpy_pcg64,184,101.4750000000,124,0.9311542388,0.06884576121,0.1376915224,63,103,8.0912138728
numpy_pcg64,185,139.6000000000,124,0.1601630931,0.8398369069,0.3203261861,53,104,9.4902326699
numpy_pcg64,186,145.7750000000,124,0.08835789393,0.9116421061,0.1767157879,54,103,9.6978547678
numpy_pcg64,187,121.0500000000,124,0.558196227,0.441803773,0.8836075459,58,99,8.8372379279
numpy_pcg64,188,129.3000000000,124,0.3541751365,0.6458248635,0.7083502731,57,110,9.1334196684
numpy_pcg64,189,115.0250000000,124,0.7059749889,0.2940250111,0.5880500223,62,107,8.6145038986
numpy_pcg64,190,130.4250000000,124,0.3287682181,0.6712317819,0.6575364363,60,106,9.1730671692
numpy_pcg64,191,119.4000000000,124,0.5999859245,0.4000140755,0.800028151,55,110,8.7768022687
numpy_pcg64,192,125.6500000000,124,0.4417171782,0.5582828218,0.8834343564,63,102,9.0035835160
numpy_pcg64,193,117.6000000000,124,0.6447096079,0.3552903921,0.7105807842,61,103,8.7103942357
numpy_pcg64,194,114.3750000000,124,0.7207695195,0.2792304805,0.5584609611,63,107,8.5901293693
numpy_pcg64,195,141.7000000000,124,0.1321265893,0.8678734107,0.2642531786,57,103,9.5613469155
numpy_pcg64,196,137.7250000000,124,0.1885413596,0.8114586404,0.3770827192,56,101,9.4262844594
numpy_pcg64,197,134.5000000000,124,0.2448241532,0.7551758468,0.4896483064,58,104,9.3152666923
numpy_pcg64,198,101.7250000000,124,0.9287167826,0.07128321736,0.1425664347,58,100,8.1011747456
numpy_pcg64,199,130.3000000000,124,0.331547939,0.668452061,0.663095878,57,100,9.1686703577
lcg_minstd,0,90.0250000000,124,0.9906168307,0.00938316929,0.01876633858,64,104,7.6210658809
lcg_minstd,1,133.3750000000,124,0.2666328951,0.7333671049,0.5332657903,55,102,9.2762269861
