generator,repeat,chi2,df,p_value,lower_tail,central_p,min_count,max_count,count_std
lcg_minstd,187,144.6500000000,124,0.09911309532,0.9008869047,0.1982261906,53,107,9.6603613103
lcg_minstd,188,128.3750000000,124,0.3756832985,0.6243167015,0.7513665969,54,105,9.1006912180
lcg_minstd,189,105.5500000000,124,0.8834507171,0.1165492829,0.2330985658,54,103,8.2520769624
lcg_minstd,190,120.3500000000,124,0.5759859117,0.4240140883,0.8480281766,57,103,8.8116491811
lcg_minstd,191,109.1250000000,124,0.8270137841,0.1729862159,0.3459724317,59,102,8.3906630135
lcg_minstd,192,122.7500000000,124,0.5148603846,0.4851396154,0.9702792309,58,106,8.8990757041
lcg_minstd,193,119.8000000000,124,0.589905578,0.410094422,0.820188844,56,100,8.7914914878
lcg_minstd,194,140.5750000000,124,0.1466608234,0.8533391766,0.2933216467,58,106,9.5233160394
lcg_minstd,195,110.6750000000,124,0.798355055,0.201644945,0.4032898899,63,99,8.4500429470
lcg_minstd,196,124.2000000000,124,0.4780544129,0.5219455871,0.9561088259,55,111,8.9514821263
lcg_minstd,197,96.9000000000,124,0.9657677766,0.0342322234,0.06846444679,59,101,7.9067141742
lcg_minstd,198,128.2500000000,124,0.3786293907,0.6213706093,0.7572587813,56,102,9.0962594226
lcg_minstd,199,118.0250000000,124,0.6342617912,0.3657382088,0.7314764175,57,112,8.7261194864
lcg_slide_large_m,0,35531.0500000000,124,0,1,0,0,646,151.4042868102
lcg_slide_large_m,1,38107.0250000000,124,0,1,0,0,645,156.7966116323
lcg_slide_large_m,2,48523.7500000000,124,0,1,0,0,968,176.9340135793
lcg_slide_large_m,3,32922.8250000000,124,0,1,0,0,645,145.7413196663
lcg_slide_large_m,4,30322.6750000000,124,0,1,0,0,323,139.8678523787
lcg_slide_large_m,5,43331.5000000000,124,0,1,0,0,968,167.1998996758
lcg_slide_large_m,6,35522.9750000000,124,0,1,0,0,645,151.3870813085
lcg_slide_large_m,7,51107.8000000000,124,0,1,0,0,966,181.5840692174
lcg_slide_large_m,8,35522.9750000000,124,0,1,0,0,645,151.3870813085
lcg_slide_large_m,9,32922.8250000000,124,0,1,0,0,645,145.7413196663
lcg_slide_large_m,10,45907.4750000000,124,0,1,0,0,967,172.0980122095
lcg_slide_large_m,11,35523.0000000000,124,0,1,0,0,646,151.3871345793
lcg_slide_large_m,12,40707.1750000000,124,0,1,0,0,645,162.0576858664
lcg_slide_large_m,13,40731.3750000000,124,0,1,0,0,646,162.1058495293
lcg_slide_large_m,14,58932.4500000000,124,0,1,0,0,1290,194.9895778853
lcg_slide_large_m,15,32922.8250000000,124,0,1,0,0,645,145.7413196663
lcg_slide_large_m,16,32922.8250000000,124,0,1,0,0,645,145.7413196663
lcg_slide_large_m,17,38131.2000000000,124,0,1,0,0,646,156.8463394331
lcg_slide_large_m,18,53732.1250000000,124,0,1,0,0,968,186.1877737575
lcg_slide_large_m,19,32922.8250000000,124,0,1,0,0,645,145.7413196663
lcg_slide_large_m,20,38139.2750000000,124,0,1,0,0,646,156.8629461376
lcg_slide_large_m,21,38115.0750000000,124,0,1,0,0,645,156.8131721755
lcg_slide_large_m,22,38139.2750000000,124,0,1,0,0,646,156.8629461376
lcg_slide_large_m,23,35531.0500000000,124,0,1,0,0,646,151.4042868102
lcg_slide_large_m,24,53748.2750000000,124,0,1,0,0,969,186.2157524261
lcg_slide_large_m,25,40739.4250000000,124,0,1,0,0,646,162.1218677415
lcg_slide_large_m,26,40739.4250000000,124,0,1,0,0,646,162.1218677415
lcg_slide_large_m,27,38131.2000000000,124,0,1,0,0,646,156.8463394331
lcg_slide_large_m,28,40723.3000000000,124,0,1,0,0,646,162.0897799807
lcg_slide_large_m,29,38139.2750000000,124,0,1,0,0,646,156.8629461376
lcg_slide_large_m,30,35531.0500000000,124,0,1,0,0,646,151.4042868102
lcg_slide_large_m,31,40731.3500000000,124,0,1,0,0,646,162.1057997808
lcg_slide_large_m,32,58948.6000000000,124,0,1,0,0,969,195.0162937775
lcg_slide_large_m,33,74557.5750000000,124,0,1,0,0,1291,219.3209093778
lcg_slide_large_m,34,74557.5750000000,124,0,1,0,0,1290,219.3209093778
lcg_slide_large_m,35,45947.8000000000,124,0,1,0,0,646,172.1735808290
lcg_slide_large_m,36,45947.8000000000,124,0,1,0,0,646,172.1735808290
lcg_slide_large_m,37,45931.6750000000,124,0,1,0,0,646,172.1433667316
lcg_slide_large_m,38,51140.0500000000,124,0,1,0,0,646,181.6413516938
lcg_slide_large_m,39,48547.9750000000,124,0,1,0,0,646,176.9781743423
lcg_slide_large_m,40,51132.0000000000,124,0,1,0,0,967,181.6270549692
lcg_slide_large_m,41,45955.8750000000,124,0,1,0,0,969,172.1887093073
lcg_slide_large_m,42,45931.6750000000,124,0,1,0,0,967,172.1433667316
lcg_slide_large_m,43,45939.7500000000,124,0,1,0,0,646,172.1584978649
lcg_slide_large_m,44,53732.1250000000,124,0,1,0,0,646,186.1877737575
lcg_slide_large_m,45,64156.9500000000,124,0,1,0,0,969,203.4492090060
lcg_slide_large_m,46,48547.9500000000,124,0,1,0,0,646,176.9781287745
lcg_slide_large_m,47,40739.4500000000,124,0,1,0,0,646,162.1219174851
lcg_slide_large_m,48,56340.4000000000,124,0,1,0,0,646,190.6532065329
lcg_slide_large_m,49,38139.2750000000,124,0,1,0,0,646,156.8629461376
lcg_slide_large_m,50,48515.7000000000,124,0,1,0,0,967,176.9193364585
lcg_slide_large_m,51,43339.5750000000,124,0,1,0,0,646,167.2154781383
lcg_slide_large_m,52,35531.0500000000,124,0,1,0,0,646,151.4042868102
lcg_slide_large_m,53,38139.2750000000,124,0,1,0,0,646,156.8629461376
lcg_slide_large_m,54,43331.5250000000,124,0,1,0,0,646,167.1999479086
lcg_slide_large_m,55,35531.0500000000,124,0,1,0,0,646,151.4042868102
lcg_slide_large_m,56,43331.5000000000,124,0,1,0,0,646,167.1998996758
lcg_slide_large_m,57,38115.0750000000,124,0,1,0,0,645,156.8131721755
lcg_slide_large_m,58,48515.7000000000,124,0,1,0,0,967,176.9193364585
lcg_slide_large_m,59,38123.1250000000,124,0,1,0,0,645,156.8297309700
lcg_slide_large_m,60,48531.8250000000,124,0,1,0,0,646,176.9487350582
lcg_slide_large_m,61,40707.1750000000,124,0,1,0,0,645,162.0576858664
lcg_slide_large_m,62,35522.9750000000,124,0,1,0,0,645,151.3870813085
lcg_slide_large_m,63,38123.1500000000,124,0,1,0,0,646,156.8297823921
lcg_slide_large_m,64,56356.5000000000,124,0,1,0,0,969,190.6804454003
lcg_slide_large_m,65,64132.8000000000,124,0,1,0,0,969,203.4109141615
lcg_slide_large_m,66,66732.9250000000,124,0,1,0,0,1290,207.4933733882
lcg_slide_large_m,67,53748.2750000000,124,0,1,0,0,969,186.2157524261
lcg_slide_large_m,68,45891.3750000000,124,0,1,0,0,967,172.0678317109
lcg_slide_large_m,69,48523.7500000000,124,0,1,0,0,968,176.9340135793
lcg_slide_large_m,70,51131.9500000000,124,0,1,0,0,646,181.6269661661
lcg_slide_large_m,71,32930.9000000000,124,0,1,0,0,646,145.7591915986
lcg_slide_large_m,72,43323.4500000000,124,0,1,0,0,646,167.1843679990
lcg_slide_large_m,73,30322.6750000000,124,0,1,0,0,323,139.8678523787
lcg_slide_large_m,74,43323.4500000000,124,0,1,0,0,967,167.1843679990
lcg_slide_large_m,75,30322.6750000000,124,0,1,0,0,323,139.8678523787
lcg_slide_large_m,76,45939.7500000000,124,0,1,0,0,646,172.1584978649
lcg_slide_large_m,77,43339.5750000000,124,0,1,0,0,646,167.2154781383
lcg_slide_large_m,78,48523.7500000000,124,0,1,0,0,646,176.9340135793
lcg_slide_large_m,79,32914.7750000000,124,0,1,0,0,644,145.7235008833
lcg_slide_large_m,80,51123.9250000000,124,0,1,0,0,646,181.6127127140
lcg_slide_large_m,81,45915.5750000000,124,0,1,0,0,646,172.1131941860
lcg_slide_large_m,82,51107.7750000000,124,0,1,0,0,967,181.5840248054
lcg_slide_large_m,83,38123.1500000000,124,0,1,0,0,646,156.8297823921
lcg_slide_large_m,84,32922.8250000000,124,0,1,0,0,645,145.7413196663
lcg_slide_large_m,85,35531.0500000000,124,0,1,0,0,646,151.4042868102
lcg_slide_large_m,86,40715.2250000000,124,0,1,0,0,645,162.0737088388
lcg_slide_large_m,87,40731.3500000000,124,0,1,0,0,968,162.1057997808
lcg_slide_large_m,88,40731.3500000000,124,0,1,0,0,646,162.1057997808
lcg_slide_large_m,89,30322.6750000000,124,0,1,0,0,323,139.8678523787
lcg_slide_large_m,90,51140.0500000000,124,0,1,0,0,967,181.6413516938
lcg_slide_large_m,91,38115.1000000000,124,0,1,0,0,646,156.8132236030
lcg_slide_large_m,92,35531.0500000000,124,0,1,0,0,646,151.4042868102
lcg_slide_large_m,93,45931.6750000000,124,0,1,0,0,646,172.1433667316
lcg_slide_large_m,94,40723.3000000000,124,0,1,0,0,646,162.0897799807
lcg_slide_large_m,95,43347.6750000000,124,0,1,0,0,969,167.2311033734
lcg_slide_large_m,96,48539.9000000000,124,0,1,0,0,646,176.9634553125
lcg_slide_large_m,97,32930.9000000000,124,0,1,0,0,646,145.7591915986
lcg_slide_large_m,98,77149.6500000000,124,0,1,0,0,1613,223.1008017510
lcg_slide_large_m,99,38139.2750000000,124,0,1,0,0,646,156.8629461376
lcg_slide_large_m,100,40731.3500000000,124,0,1,0,0,646,162.1057997808
lcg_slide_large_m,101,51131.9500000000,124,0,1,0,0,646,181.6269661661
lcg_slide_large_m,102,74549.5000000000,124,0,1,0,0,1613,219.3090322192
lcg_slide_large_m,103,43331.5000000000,124,0,1,0,0,646,167.1998996758
lcg_slide_large_m,104,51140.0250000000,124,0,1,0,0,968,181.6413072958
lcg_slide_large_m,105,48539.9000000000,124,0,1,0,0,968,176.9634553125
lcg_slide_large_m,106,53732.1250000000,124,0,1,0,0,1290,186.1877737575
lcg_slide_large_m,107,58924.3750000000,124,0,1,0,0,968,194.9762185664
lcg_slide_large_m,108,48539.8750000000,124,0,1,0,0,968,176.9634097408
lcg_slide_large_m,109,100583.3250000000,124,0,1,0,0,1935,254.7400002786
lcg_slide_large_m,110,69357.2500000000,124,0,1,0,0,1291,211.5339521288
lcg_slide_large_m,111,38139.2750000000,124,0,1,0,0,646,156.8629461376
lcg_slide_large_m,112,45939.7250000000,124,0,1,0,0,968,172.1584510213
lcg_slide_large_m,113,51115.8500000000,124,0,1,0,0,967,181.5983693262
lcg_slide_large_m,114,58916.3250000000,124,0,1,0,0,1290,194.9628996965
lcg_slide_large_m,115,40731.3500000000,124,0,1,0,0,968,162.1057997808
lcg_slide_large_m,116,53732.1250000000,124,0,1,0,0,968,186.1877737575
lcg_slide_large_m,117,48531.8000000000,124,0,1,0,0,968,176.9486894828
lcg_slide_large_m,118,61564.8500000000,124,0,1,0,0,1291,199.2969093200
lcg_slide_large_m,119,51140.0250000000,124,0,1,0,0,968,181.6413072958
lcg_slide_large_m,120,58964.7000000000,124,0,1,0,0,1291,195.0429233156
lcg_slide_large_m,121,53732.1250000000,124,0,1,0,0,1290,186.1877737575
lcg_slide_large_m,122,92742.5250000000,124,0,1,0,0,1935,244.6096627216
lcg_slide_large_m,123,113576.0250000000,124,0,1,0,0,1936,270.6932855442
lcg_slide_large_m,124,87558.3500000000,124,0,1,0,0,1613,237.6746895749
lcg_slide_large_m,125,87550.2500000000,124,0,1,0,0,1613,237.6636957090
lcg_slide_large_m,126,77173.8500000000,124,0,1,0,0,1613,223.1357897003
lcg_slide_large_m,127,56356.4750000000,124,0,1,0,0,1291,190.6804031070
lcg_slide_large_m,128,82374.1500000000,124,0,1,0,0,1291,230.5311538669
lcg_slide_large_m,129,61556.7750000000,124,0,1,0,0,1291,199.2838387504
lcg_slide_large_m,130,118768.2500000000,124,0,1,0,0,1936,276.8116280422
lcg_slide_large_m,131,87574.4500000000,124,0,1,0,0,1613,237.6965400701
lcg_slide_large_m,132,56364.5750000000,124,0,1,0,0,1291,190.6941056653
lcg_slide_large_m,133,64156.9500000000,124,0,1,0,0,969,203.4492090060
lcg_slide_large_m,134,66781.3000000000,124,0,1,0,0,1291,207.5685662075
lcg_slide_large_m,135,45955.8750000000,124,0,1,0,0,969,172.1887093073
lcg_slide_large_m,136,53756.3500000000,124,0,1,0,0,969,186.2297401841
lcg_slide_large_m,137,48572.1750000000,124,0,1,0,0,969,177.0222785323
lcg_slide_large_m,138,69349.2000000000,124,0,1,0,0,1291,211.5216758511
lcg_slide_large_m,139,53756.3500000000,124,0,1,0,0,969,186.2297401841
lcg_slide_large_m,140,58956.6500000000,124,0,1,0,0,969,195.0296090010
lcg_slide_large_m,141,64197.3250000000,124,0,1,0,0,1292,203.5132158663
lcg_slide_large_m,142,71989.7000000000,124,0,1,0,0,1614,215.5109457590
lcg_slide_large_m,143,45963.9500000000,124,0,1,0,0,969,172.2038364565
lcg_slide_large_m,144,56356.5000000000,124,0,1,0,0,969,190.6804454003
lcg_slide_large_m,145,45955.8750000000,124,0,1,0,0,969,172.1887093073
lcg_slide_large_m,146,95350.7500000000,124,0,1,0,0,1935,248.0254279368
lcg_slide_large_m,147,58956.6500000000,124,0,1,0,0,969,195.0296090010
lcg_slide_large_m,148,53748.3000000000,124,0,1,0,0,969,186.2157957335
lcg_slide_large_m,149,58940.5500000000,124,0,1,0,0,969,195.0029776448
lcg_slide_large_m,150,64148.9000000000,124,0,1,0,0,1291,203.4364448588
lcg_slide_large_m,151,56356.5000000000,124,0,1,0,0,969,190.6804454003
lcg_slide_large_m,152,66773.2750000000,124,0,1,0,0,1292,207.5560942446
lcg_slide_large_m,153,48539.9000000000,124,0,1,0,0,969,176.9634553125
lcg_slide_large_m,154,71957.4250000000,124,0,1,0,0,1291,215.4626305448
lcg_slide_large_m,155,51156.1750000000,124,0,1,0,0,969,181.6699861589
lcg_slide_large_m,156,56348.4250000000,124,0,1,0,0,969,190.6667841567
lcg_slide_large_m,157,45939.7250000000,124,0,1,0,0,646,172.1584510213
lcg_slide_large_m,158,45939.7250000000,124,0,1,0,0,968,172.1584510213
lcg_slide_large_m,159,35531.0500000000,124,0,1,0,0,646,151.4042868102
lcg_slide_large_m,160,66749.0500000000,124,0,1,0,0,1290,207.5184406885
lcg_slide_large_m,161,35531.0500000000,124,0,1,0,0,646,151.4042868102
lcg_slide_large_m,162,90158.4750000000,124,0,1,0,0,1613,241.1778556678
lcg_slide_large_m,163,43323.4750000000,124,0,1,0,0,646,167.1844162363
lcg_slide_large_m,164,64140.8500000000,124,0,1,0,0,968,203.4236799106
lcg_slide_large_m,165,51140.0250000000,124,0,1,0,0,646,181.6413072958
lcg_slide_large_m,166,71933.2250000000,124,0,1,0,0,968,215.4263963818
lcg_slide_large_m,167,45923.6250000000,124,0,1,0,0,646,172.1282811199
lcg_slide_large_m,168,53732.1250000000,124,0,1,0,0,968,186.1877737575
lcg_slide_large_m,169,40755.5750000000,124,0,1,0,0,646,162.1539988864
lcg_slide_large_m,170,51123.9250000000,124,0,1,0,0,968,181.6127127140
lcg_slide_large_m,171,40723.3250000000,124,0,1,0,0,646,162.0898297341
lcg_slide_large_m,172,56340.3750000000,124,0,1,0,0,968,190.6531642335
lcg_slide_large_m,173,48556.0250000000,124,0,1,0,0,969,176.9928465841
lcg_slide_large_m,174,51140.0500000000,124,0,1,0,0,968,181.6413516938
lcg_slide_large_m,175,51140.0750000000,124,0,1,0,0,968,181.6413960918
lcg_slide_large_m,176,48531.8250000000,124,0,1,0,0,646,176.9487350582
lcg_slide_large_m,177,38139.2750000000,124,0,1,0,0,646,156.8629461376
lcg_slide_large_m,178,56324.2250000000,124,0,1,0,0,1290,190.6258368570
lcg_slide_large_m,179,48547.9750000000,124,0,1,0,0,646,176.9781743423
lcg_slide_large_m,180,43339.6000000000,124,0,1,0,0,646,167.2155263666
lcg_slide_large_m,181,38139.2750000000,124,0,1,0,0,646,156.8629461376
lcg_slide_large_m,182,45947.8000000000,124,0,1,0,0,968,172.1735808290
lcg_slide_large_m,183,53748.2500000000,124,0,1,0,0,968,186.2157091187
lcg_slide_large_m,184,48531.8250000000,124,0,1,0,0,646,176.9487350582
lcg_slide_large_m,185,43347.6500000000,124,0,1,0,0,646,167.2310551496
lcg_slide_large_m,186,53732.1500000000,124,0,1,0,0,968,186.1878170714
lcg_slide_large_m,187,38147.3500000000,124,0,1,0,0,646,156.8795510842
lcg_slide_large_m,188,51123.9250000000,124,0,1,0,0,646,181.6127127140
lcg_slide_large_m,189,43331.5250000000,124,0,1,0,0,646,167.1999479086
lcg_slide_large_m,190,45931.6750000000,124,0,1,0,0,968,172.1433667316
lcg_slide_large_m,191,43347.6750000000,124,0,1,0,0,646,167.2311033734
lcg_slide_large_m,192,48539.9000000000,124,0,1,0,0,646,176.9634553125
lcg_slide_large_m,193,45955.8750000000,124,0,1,0,0,646,172.1887093073
lcg_slide_large_m,194,100559.1250000000,124,0,1,0,0,1290,254.7093536537
lcg_slide_large_m,195,45939.7500000000,124,0,1,0,0,646,172.1584978649
lcg_slide_large_m,196,48547.9750000000,124,0,1,0,0,646,176.9781743423
lcg_slide_large_m,197,71949.3500000000,124,0,1,0,0,1290,215.4505406906
lcg_slide_large_m,198,45939.7250000000,124,0,1,0,0,968,172.1584510213
lcg_slide_large_m,199,35539.1250000000,124,0,1,0,0,646,151.4214903570
lcg_slide_small,0,16171.8750000000,124,0,1,0,0,375,102.1443475770
lcg_slide_small,1,17343.7500000000,124,0,1,0,0,500,105.7805092114
lcg_slide_small,2,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,3,17343.7500000000,124,0,1,0,0,500,105.7805092114
lcg_slide_small,4,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,5,14609.3750000000,124,0,1,0,0,375,97.0845158911
lcg_slide_small,6,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,7,13437.5000000000,124,0,1,0,0,375,93.1093703056
lcg_slide_small,8,16171.8750000000,124,0,1,0,0,375,102.1443475770
lcg_slide_small,9,14609.3750000000,124,0,1,0,0,375,97.0845158911
lcg_slide_small,10,16171.8750000000,124,0,1,0,0,375,102.1443475770
lcg_slide_small,11,13437.5000000000,124,0,1,0,0,375,93.1093703056
lcg_slide_small,12,16171.8750000000,124,0,1,0,0,375,102.1443475770
lcg_slide_small,13,14609.3750000000,124,0,1,0,0,375,97.0845158911
lcg_slide_small,14,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,15,13437.5000000000,124,0,1,0,0,375,93.1093703056
lcg_slide_small,16,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,17,13437.5000000000,124,0,1,0,0,375,93.1093703056
lcg_slide_small,18,16171.8750000000,124,0,1,0,0,375,102.1443475770
lcg_slide_small,19,13437.5000000000,124,0,1,0,0,375,93.1093703056
lcg_slide_small,20,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,21,17343.7500000000,124,0,1,0,0,500,105.7805092114
lcg_slide_small,22,16171.8750000000,124,0,1,0,0,375,102.1443475770
lcg_slide_small,23,14609.3750000000,124,0,1,0,0,375,97.0845158911
lcg_slide_small,24,16171.8750000000,124,0,1,0,0,375,102.1443475770
lcg_slide_small,25,13437.5000000000,124,0,1,0,0,375,93.1093703056
lcg_slide_small,26,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,27,13437.5000000000,124,0,1,0,0,375,93.1093703056
lcg_slide_small,28,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,29,17343.7500000000,124,0,1,0,0,500,105.7805092114
lcg_slide_small,30,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,31,14609.3750000000,124,0,1,0,0,375,97.0845158911
lcg_slide_small,32,16171.8750000000,124,0,1,0,0,375,102.1443475770
lcg_slide_small,33,14609.3750000000,124,0,1,0,0,375,97.0845158911
lcg_slide_small,34,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,35,17343.7500000000,124,0,1,0,0,500,105.7805092114
lcg_slide_small,36,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,37,14609.3750000000,124,0,1,0,0,375,97.0845158911
lcg_slide_small,38,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,39,13437.5000000000,124,0,1,0,0,375,93.1093703056
lcg_slide_small,40,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,41,13437.5000000000,124,0,1,0,0,375,93.1093703056
lcg_slide_small,42,16171.8750000000,124,0,1,0,0,375,102.1443475770
lcg_slide_small,43,14609.3750000000,124,0,1,0,0,375,97.0845158911
lcg_slide_small,44,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,45,14609.3750000000,124,0,1,0,0,375,97.0845158911
lcg_slide_small,46,16171.8750000000,124,0,1,0,0,375,102.1443475770
lcg_slide_small,47,14609.3750000000,124,0,1,0,0,375,97.0845158911
lcg_slide_small,48,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,49,13437.5000000000,124,0,1,0,0,375,93.1093703056
lcg_slide_small,50,16171.8750000000,124,0,1,0,0,375,102.1443475770
lcg_slide_small,51,13437.5000000000,124,0,1,0,0,375,93.1093703056
lcg_slide_small,52,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,53,17343.7500000000,124,0,1,0,0,500,105.7805092114
lcg_slide_small,54,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,55,14609.3750000000,124,0,1,0,0,375,97.0845158911
lcg_slide_small,56,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,57,14609.3750000000,124,0,1,0,0,375,97.0845158911
lcg_slide_small,58,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,59,17343.7500000000,124,0,1,0,0,500,105.7805092114
lcg_slide_small,60,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,61,14609.3750000000,124,0,1,0,0,375,97.0845158911
lcg_slide_small,62,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,63,14609.3750000000,124,0,1,0,0,375,97.0845158911
lcg_slide_small,64,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,65,17343.7500000000,124,0,1,0,0,500,105.7805092114
lcg_slide_small,66,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,67,13437.5000000000,124,0,1,0,0,375,93.1093703056
lcg_slide_small,68,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,69,14609.3750000000,124,0,1,0,0,375,97.0845158911
lcg_slide_small,70,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,71,13437.5000000000,124,0,1,0,0,375,93.1093703056
lcg_slide_small,72,16171.8750000000,124,0,1,0,0,375,102.1443475770
lcg_slide_small,73,13437.5000000000,124,0,1,0,0,375,93.1093703056
lcg_slide_small,74,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,75,14609.3750000000,124,0,1,0,0,375,97.0845158911
lcg_slide_small,76,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,77,17343.7500000000,124,0,1,0,0,500,105.7805092114
lcg_slide_small,78,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,79,13437.5000000000,124,0,1,0,0,375,93.1093703056
lcg_slide_small,80,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,81,17343.7500000000,124,0,1,0,0,500,105.7805092114
lcg_slide_small,82,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,83,13437.5000000000,124,0,1,0,0,375,93.1093703056
lcg_slide_small,84,16171.8750000000,124,0,1,0,0,375,102.1443475770
lcg_slide_small,85,13437.5000000000,124,0,1,0,0,375,93.1093703056
lcg_slide_small,86,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,87,14609.3750000000,124,0,1,0,0,375,97.0845158911
lcg_slide_small,88,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,89,17343.7500000000,124,0,1,0,0,500,105.7805092114
lcg_slide_small,90,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,91,14609.3750000000,124,0,1,0,0,375,97.0845158911
lcg_slide_small,92,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,93,17343.7500000000,124,0,1,0,0,500,105.7805092114
lcg_slide_small,94,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,95,13437.5000000000,124,0,1,0,0,375,93.1093703056
lcg_slide_small,96,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,97,13437.5000000000,124,0,1,0,0,375,93.1093703056
lcg_slide_small,98,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,99,13437.5000000000,124,0,1,0,0,375,93.1093703056
lcg_slide_small,100,16171.8750000000,124,0,1,0,0,375,102.1443475770
lcg_slide_small,101,14609.3750000000,124,0,1,0,0,375,97.0845158911
lcg_slide_small,102,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,103,17343.7500000000,124,0,1,0,0,500,105.7805092114
lcg_slide_small,104,16171.8750000000,124,0,1,0,0,375,102.1443475770
lcg_slide_small,105,14609.3750000000,124,0,1,0,0,375,97.0845158911
lcg_slide_small,106,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,107,14609.3750000000,124,0,1,0,0,375,97.0845158911
lcg_slide_small,108,16171.8750000000,124,0,1,0,0,375,102.1443475770
lcg_slide_small,109,17343.7500000000,124,0,1,0,0,500,105.7805092114
lcg_slide_small,110,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,111,17343.7500000000,124,0,1,0,0,500,105.7805092114
lcg_slide_small,112,16171.8750000000,124,0,1,0,0,375,102.1443475770
lcg_slide_small,113,17343.7500000000,124,0,1,0,0,500,105.7805092114
lcg_slide_small,114,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,115,14609.3750000000,124,0,1,0,0,375,97.0845158911
lcg_slide_small,116,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,117,17343.7500000000,124,0,1,0,0,500,105.7805092114
lcg_slide_small,118,16171.8750000000,124,0,1,0,0,375,102.1443475770
lcg_slide_small,119,17343.7500000000,124,0,1,0,0,500,105.7805092114
lcg_slide_small,120,16171.8750000000,124,0,1,0,0,375,102.1443475770
lcg_slide_small,121,14609.3750000000,124,0,1,0,0,375,97.0845158911
lcg_slide_small,122,16171.8750000000,124,0,1,0,0,375,102.1443475770
lcg_slide_small,123,14609.3750000000,124,0,1,0,0,375,97.0845158911
lcg_slide_small,124,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,125,14609.3750000000,124,0,1,0,0,375,97.0845158911
lcg_slide_small,126,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,127,14609.3750000000,124,0,1,0,0,375,97.0845158911
lcg_slide_small,128,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,129,17343.7500000000,124,0,1,0,0,500,105.7805092114
lcg_slide_small,130,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,131,14609.3750000000,124,0,1,0,0,375,97.0845158911
lcg_slide_small,132,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,133,13437.5000000000,124,0,1,0,0,375,93.1093703056
lcg_slide_small,134,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,135,13437.5000000000,124,0,1,0,0,375,93.1093703056
lcg_slide_small,136,13046.8750000000,124,0,1,0,0,375,91.7460555538
lcg_slide_small,137,17343.7500000000,124,0,1,0,0,500,105.7805092114
