method,device,dtype,compute_grid,render_grid,render_tile,symmetry_used,active_compression_used,newton_backend_used,newton_direct_formula_used,elapsed_seconds,peak_gpu_mem_gib
newton,NVIDIA GeForce RTX 3090,complex64,100000,5000,625,True,False,triton,True,3.993601148999005,5.536599159240723
