interval_left,interval_right,root,iterations,residual,reference,abs_error
-7.854,-7.852,-7.8538845737531195,3,3.1192496502407963e-16,-7.8538845737531195,0.0
-4.716,-4.7139999999999995,-4.71462977821458,3,-3.2959746043559335e-16,-4.71462977821458,0.0
-1.516,-1.5139999999999993,-1.51586412280501,3,-7.216449660063518e-16,-1.5158641228050098,2.220446049250313e-16
0.9039999999999999,0.9060000000000006,0.9047882178730191,3,-1.7763568394002505e-15,0.9047882178730189,2.220446049250313e-16
