method,tol,max_iter,grid_size,render_grid,render_tile,symmetry_used,active_compression_used,newton_backend_used,newton_direct_formula_used,convergence_fraction,mean_iterations,root0_fraction,root1_fraction,root2_fraction
newton,5e-07,55,12000,3000,250,True,False,triton,True,0.9999996388888889,6.814407460758249,0.34188166666666664,0.3290589861111111,0.3290589861111111
