formula,h,log10_h,abs_error,log10_abs_error
Forward O(h),6.309573444801943e-05,-4.199999999999999,1.5125434470464327e-05,-4.82029214160672
Forward O(h),7.943282347242822e-05,-4.1,1.90419844643408e-05,-4.720287793503926
Forward O(h),0.0001,-4.0,2.3972739644051444e-05,-4.6202823312435894
Forward O(h),0.00012589254117941712,-3.8999999999999986,3.0180367617482773e-05,-4.520275474524913
Forward O(h),0.0001584893192461111,-3.8000000000000007,3.799558759298716e-05,-4.420266834837974
Forward O(h),0.00019952623149688828,-3.6999999999999993,4.783480822867503e-05,-4.3202559627987815
Forward O(h),0.00025118864315095926,-3.599999999999998,6.022235344493865e-05,-4.220242276585152
Forward O(h),0.00031622776601683794,-3.5,7.581845939319543e-05,-4.120225044544663
Forward O(h),0.00039810717055349854,-3.3999999999999986,9.545455214987619e-05,-4.020203355626196
Forward O(h),0.0005011872336272714,-3.3000000000000007,0.00012017771708294767,-3.920176050178791
Forward O(h),0.0006309573444801943,-3.1999999999999993,0.00015130675606678246,-3.8201416796634255
Forward O(h),0.0007943282347242854,-3.099999999999998,0.000190502897106537,-3.720098415327914
Forward O(h),0.001,-3.0,0.00023985901305767499,-3.6200439576330674
Forward O(h),0.0012589254117941714,-2.8999999999999986,0.00030201226937254244,-3.519975413292672
Forward O(h),0.0015848931924611108,-2.8000000000000007,0.00038028645460008725,-3.419889143421454
Forward O(h),0.001995262314968883,-2.6999999999999993,0.00047887198271268083,-3.319780571412648
Forward O(h),0.0025118864315095924,-2.599999999999998,0.0006030537977278483,-3.219643943226064
Forward O(h),0.0031622776601683794,-2.5,0.0007595003403844114,-3.1194720271638827
Forward O(h),0.0039810717055349856,-2.3999999999999986,0.0009566305854684654,-3.0192557379446794
Forward O(h),0.005011872336272715,-2.3000000000000007,0.0012050812572055314,-2.9189836681379226
Forward O(h),0.006309573444801942,-2.1999999999999993,0.0015183031593946072,-2.818641504259361
Forward O(h),0.007943282347242854,-2.099999999999998,0.0019133247873462933,-2.7182113021213246
Forward O(h),0.01,-2.0,0.002411734019925449,-2.6176705904158832
Forward O(h),0.012589254117941713,-1.8999999999999986,0.0030409461708816865,-2.516991267424417
Forward O(h),0.01584893192461111,-1.8000000000000007,0.003835851170717608,-2.41613825160304
Forward O(h),0.01995262314968883,-1.6999999999999993,0.0048409673693659006,-2.315067844719592
Forward O(h),0.025118864315095923,-1.5999999999999979,0.006113279216485634,-2.2137257678925892
Forward O(h),0.03162277660168379,-1.5,0.0077260081219568955,-2.1120448396393985
Forward O(h),0.03981071705534985,-1.3999999999999986,0.009773670964212333,-2.009942285814526
Forward O(h),0.050118723362727144,-1.3000000000000007,0.012378935158868343,-1.9073167119004955
Forward O(h),0.06309573444801943,-1.1999999999999993,0.015702006763569032,-1.8040448399060336
Forward O(h),0.07943282347242854,-1.0999999999999979,0.019953623283672006,-1.699978231344264
Forward O(h),0.1,-1.0,0.0254132139820491,-1.5949404067165909
Forward O(h),0.12589254117941714,-0.8999999999999986,0.032454501326883545,-1.4887250595461552
Forward O(h),0.1584893192461124,-0.7999999999999972,0.041581822033290305,-1.3810964846614282
Forward O(h),0.19952623149688828,-0.6999999999999993,0.05348180593554075,-1.2717939362156274
Forward O(h),0.25118864315095923,-0.5999999999999979,0.06909673985973108,-1.1605424431370932
Forward O(h),0.31622776601683794,-0.5,0.08972765484878953,-1.0470736829627112
Forward O(h),0.39810717055349853,-0.3999999999999986,0.11717584427185146,-0.9311619086310048
Forward O(h),0.5011872336272756,-0.29999999999999716,0.15392821926485278,-0.8126817547782791
Forward O(h),0.6309573444801942,-0.19999999999999932,0.20337740302333185,-0.6916973025806784
Forward O(h),0.7943282347242854,-0.09999999999999788,0.2700252008263935,-0.5685957022517162
Forward O(h),1.0,0.0,0.3595131138905213,-0.44428526331610435
