case,sweep,T,E,E_per_spin,M,m,abs_m,m2,acceptance
L30_T2,402,2.0,-1584.0,-1.76,814,0.9044444444444445,0.9044444444444445,0.8180197530864198,0.08555555555555555
L30_T2,403,2.0,-1512.0,-1.68,796,0.8844444444444445,0.8844444444444445,0.782241975308642,0.0811111111111111
L30_T2,404,2.0,-1500.0,-1.6666666666666667,804,0.8933333333333333,0.8933333333333333,0.7980444444444444,0.10444444444444445
L30_T2,405,2.0,-1588.0,-1.7644444444444445,834,0.9266666666666666,0.9266666666666666,0.8587111111111111,0.08555555555555555
L30_T2,406,2.0,-1524.0,-1.6933333333333334,812,0.9022222222222223,0.9022222222222223,0.814004938271605,0.08555555555555555
L30_T2,407,2.0,-1552.0,-1.7244444444444444,816,0.9066666666666666,0.9066666666666666,0.8220444444444444,0.08666666666666667
L30_T2,408,2.0,-1584.0,-1.76,812,0.9022222222222223,0.9022222222222223,0.814004938271605,0.07777777777777778
L30_T2,409,2.0,-1528.0,-1.6977777777777778,818,0.9088888888888889,0.9088888888888889,0.8260790123456789,0.09
L30_T2,410,2.0,-1588.0,-1.7644444444444445,842,0.9355555555555556,0.9355555555555556,0.8752641975308643,0.07777777777777778
L30_T2,411,2.0,-1568.0,-1.7422222222222221,830,0.9222222222222223,0.9222222222222223,0.8504938271604939,0.07111111111111111
L30_T2,412,2.0,-1528.0,-1.6977777777777778,808,0.8977777777777778,0.8977777777777778,0.8060049382716049,0.08555555555555555
L30_T2,413,2.0,-1592.0,-1.768888888888889,842,0.9355555555555556,0.9355555555555556,0.8752641975308643,0.07666666666666666
L30_T2,414,2.0,-1632.0,-1.8133333333333332,848,0.9422222222222222,0.9422222222222222,0.8877827160493826,0.06111111111111111
L30_T2,415,2.0,-1660.0,-1.8444444444444446,858,0.9533333333333334,0.9533333333333334,0.9088444444444445,0.052222222222222225
L30_T2,416,2.0,-1660.0,-1.8444444444444446,852,0.9466666666666667,0.9466666666666667,0.8961777777777777,0.04777777777777778
L30_T2,417,2.0,-1556.0,-1.728888888888889,806,0.8955555555555555,0.8955555555555555,0.8020197530864197,0.06777777777777778
L30_T2,418,2.0,-1484.0,-1.6488888888888888,776,0.8622222222222222,0.8622222222222222,0.7434271604938272,0.10111111111111111
L30_T2,419,2.0,-1496.0,-1.6622222222222223,774,0.86,0.86,0.7395999999999999,0.10777777777777778
L30_T2,420,2.0,-1528.0,-1.6977777777777778,808,0.8977777777777778,0.8977777777777778,0.8060049382716049,0.10777777777777778
L30_T2,421,2.0,-1576.0,-1.751111111111111,830,0.9222222222222223,0.9222222222222223,0.8504938271604939,0.09
L30_T2,422,2.0,-1612.0,-1.791111111111111,848,0.9422222222222222,0.9422222222222222,0.8877827160493826,0.06777777777777778
L30_T2,423,2.0,-1596.0,-1.7733333333333334,838,0.9311111111111111,0.9311111111111111,0.8669679012345679,0.06333333333333334
L30_T2,424,2.0,-1608.0,-1.7866666666666666,840,0.9333333333333333,0.9333333333333333,0.8711111111111112,0.06777777777777778
L30_T2,425,2.0,-1592.0,-1.768888888888889,824,0.9155555555555556,0.9155555555555556,0.838241975308642,0.06888888888888889
L30_T2,426,2.0,-1536.0,-1.7066666666666668,806,0.8955555555555555,0.8955555555555555,0.8020197530864197,0.08777777777777777
L30_T2,427,2.0,-1548.0,-1.72,808,0.8977777777777778,0.8977777777777778,0.8060049382716049,0.09222222222222222
L30_T2,428,2.0,-1524.0,-1.6933333333333334,812,0.9022222222222223,0.9022222222222223,0.814004938271605,0.08888888888888889
L30_T2,429,2.0,-1580.0,-1.7555555555555555,818,0.9088888888888889,0.9088888888888889,0.8260790123456789,0.08555555555555555
L30_T2,430,2.0,-1532.0,-1.7022222222222223,790,0.8777777777777778,0.8777777777777778,0.7704938271604939,0.08222222222222222
L30_T2,431,2.0,-1452.0,-1.6133333333333333,772,0.8577777777777778,0.8577777777777778,0.7357827160493827,0.10111111111111111
L30_T2,432,2.0,-1576.0,-1.751111111111111,826,0.9177777777777778,0.9177777777777778,0.8423160493827161,0.10777777777777778
L30_T2,433,2.0,-1588.0,-1.7644444444444445,826,0.9177777777777778,0.9177777777777778,0.8423160493827161,0.07333333333333333
L30_T2,434,2.0,-1556.0,-1.728888888888889,812,0.9022222222222223,0.9022222222222223,0.814004938271605,0.07888888888888888
L30_T2,435,2.0,-1492.0,-1.6577777777777778,786,0.8733333333333333,0.8733333333333333,0.762711111111111,0.09222222222222222
L30_T2,436,2.0,-1576.0,-1.751111111111111,810,0.9,0.9,0.81,0.09333333333333334
L30_T2,437,2.0,-1532.0,-1.7022222222222223,792,0.88,0.88,0.7744,0.08777777777777777
L30_T2,438,2.0,-1588.0,-1.7644444444444445,782,0.8688888888888889,0.8688888888888889,0.754967901234568,0.09
L30_T2,439,2.0,-1484.0,-1.6488888888888888,734,0.8155555555555556,0.8155555555555556,0.6651308641975309,0.09333333333333334
L30_T2,440,2.0,-1460.0,-1.6222222222222222,708,0.7866666666666666,0.7866666666666666,0.6188444444444444,0.12555555555555556
L30_T2,441,2.0,-1520.0,-1.6888888888888889,716,0.7955555555555556,0.7955555555555556,0.6329086419753087,0.10666666666666667
L30_T2,442,2.0,-1488.0,-1.6533333333333333,718,0.7977777777777778,0.7977777777777778,0.6364493827160494,0.10777777777777778
L30_T2,443,2.0,-1444.0,-1.6044444444444443,698,0.7755555555555556,0.7755555555555556,0.6014864197530864,0.12222222222222222
L30_T2,444,2.0,-1532.0,-1.7022222222222223,740,0.8222222222222222,0.8222222222222222,0.6760493827160493,0.10555555555555556
L30_T2,445,2.0,-1560.0,-1.7333333333333334,786,0.8733333333333333,0.8733333333333333,0.762711111111111,0.09222222222222222
L30_T2,446,2.0,-1556.0,-1.728888888888889,792,0.88,0.88,0.7744,0.08555555555555555
L30_T2,447,2.0,-1496.0,-1.6622222222222223,788,0.8755555555555555,0.8755555555555555,0.7665975308641975,0.09555555555555556
L30_T2,448,2.0,-1548.0,-1.72,812,0.9022222222222223,0.9022222222222223,0.814004938271605,0.10444444444444445
L30_T2,449,2.0,-1552.0,-1.7244444444444444,814,0.9044444444444445,0.9044444444444445,0.8180197530864198,0.08777777777777777
L30_T2,450,2.0,-1540.0,-1.711111111111111,808,0.8977777777777778,0.8977777777777778,0.8060049382716049,0.08777777777777777
L30_T2,451,2.0,-1568.0,-1.7422222222222221,826,0.9177777777777778,0.9177777777777778,0.8423160493827161,0.08555555555555555
L30_T2,452,2.0,-1564.0,-1.7377777777777779,820,0.9111111111111111,0.9111111111111111,0.8301234567901234,0.07666666666666666
L30_T2,453,2.0,-1480.0,-1.6444444444444444,792,0.88,0.88,0.7744,0.10222222222222223
L30_T2,454,2.0,-1568.0,-1.7422222222222221,812,0.9022222222222223,0.9022222222222223,0.814004938271605,0.09555555555555556
L30_T2,455,2.0,-1548.0,-1.72,798,0.8866666666666667,0.8866666666666667,0.7861777777777779,0.0811111111111111
L30_T2,456,2.0,-1548.0,-1.72,810,0.9,0.9,0.81,0.08888888888888889
L30_T2,457,2.0,-1520.0,-1.6888888888888889,818,0.9088888888888889,0.9088888888888889,0.8260790123456789,0.09111111111111111
L30_T2,458,2.0,-1524.0,-1.6933333333333334,794,0.8822222222222222,0.8822222222222222,0.778316049382716,0.09777777777777778
L30_T2,459,2.0,-1468.0,-1.6311111111111112,800,0.8888888888888888,0.8888888888888888,0.7901234567901234,0.10777777777777778
L30_T2,460,2.0,-1504.0,-1.6711111111111112,804,0.8933333333333333,0.8933333333333333,0.7980444444444444,0.10444444444444445
L30_T2,461,2.0,-1544.0,-1.7155555555555555,800,0.8888888888888888,0.8888888888888888,0.7901234567901234,0.1
L30_T2,462,2.0,-1516.0,-1.6844444444444444,794,0.8822222222222222,0.8822222222222222,0.778316049382716,0.09666666666666666
L30_T2,463,2.0,-1500.0,-1.6666666666666667,792,0.88,0.88,0.7744,0.10333333333333333
L30_T2,464,2.0,-1508.0,-1.6755555555555555,792,0.88,0.88,0.7744,0.10222222222222223
L30_T2,465,2.0,-1572.0,-1.7466666666666666,826,0.9177777777777778,0.9177777777777778,0.8423160493827161,0.09222222222222222
L30_T2,466,2.0,-1672.0,-1.8577777777777778,858,0.9533333333333334,0.9533333333333334,0.9088444444444445,0.05555555555555555
L30_T2,467,2.0,-1640.0,-1.8222222222222222,856,0.9511111111111111,0.9511111111111111,0.9046123456790124,0.04777777777777778
L30_T2,468,2.0,-1568.0,-1.7422222222222221,832,0.9244444444444444,0.9244444444444444,0.8545975308641974,0.06222222222222222
L30_T2,469,2.0,-1496.0,-1.6622222222222223,804,0.8933333333333333,0.8933333333333333,0.7980444444444444,0.08444444444444445
L30_T2,470,2.0,-1520.0,-1.6888888888888889,818,0.9088888888888889,0.9088888888888889,0.8260790123456789,0.09888888888888889
L30_T2,471,2.0,-1540.0,-1.711111111111111,814,0.9044444444444445,0.9044444444444445,0.8180197530864198,0.09333333333333334
L30_T2,472,2.0,-1596.0,-1.7733333333333334,822,0.9133333333333333,0.9133333333333333,0.8341777777777778,0.08666666666666667
L30_T2,473,2.0,-1528.0,-1.6977777777777778,794,0.8822222222222222,0.8822222222222222,0.778316049382716,0.07777777777777778
L30_T2,474,2.0,-1572.0,-1.7466666666666666,816,0.9066666666666666,0.9066666666666666,0.8220444444444444,0.08333333333333333
L30_T2,475,2.0,-1548.0,-1.72,816,0.9066666666666666,0.9066666666666666,0.8220444444444444,0.08444444444444445
L30_T2,476,2.0,-1552.0,-1.7244444444444444,812,0.9022222222222223,0.9022222222222223,0.814004938271605,0.09333333333333334
L30_T2,477,2.0,-1604.0,-1.7822222222222222,840,0.9333333333333333,0.9333333333333333,0.8711111111111112,0.08
L30_T2,478,2.0,-1576.0,-1.751111111111111,830,0.9222222222222223,0.9222222222222223,0.8504938271604939,0.07222222222222222
L30_T2,479,2.0,-1596.0,-1.7733333333333334,824,0.9155555555555556,0.9155555555555556,0.838241975308642,0.07888888888888888
L30_T2,480,2.0,-1544.0,-1.7155555555555555,802,0.8911111111111111,0.8911111111111111,0.7940790123456789,0.08333333333333333
L30_T2,481,2.0,-1552.0,-1.7244444444444444,826,0.9177777777777778,0.9177777777777778,0.8423160493827161,0.09333333333333334
L30_T2,482,2.0,-1584.0,-1.76,838,0.9311111111111111,0.9311111111111111,0.8669679012345679,0.07555555555555556
L30_T2,483,2.0,-1580.0,-1.7555555555555555,836,0.9288888888888889,0.9288888888888889,0.8628345679012346,0.06777777777777778
L30_T2,484,2.0,-1572.0,-1.7466666666666666,826,0.9177777777777778,0.9177777777777778,0.8423160493827161,0.07444444444444444
L30_T2,485,2.0,-1552.0,-1.7244444444444444,822,0.9133333333333333,0.9133333333333333,0.8341777777777778,0.08
L30_T2,486,2.0,-1596.0,-1.7733333333333334,844,0.9377777777777778,0.9377777777777778,0.8794271604938272,0.07444444444444444
L30_T2,487,2.0,-1676.0,-1.8622222222222222,862,0.9577777777777777,0.9577777777777777,0.9173382716049382,0.052222222222222225
L30_T2,488,2.0,-1608.0,-1.7866666666666666,836,0.9288888888888889,0.9288888888888889,0.8628345679012346,0.056666666666666664
L30_T2,489,2.0,-1628.0,-1.808888888888889,844,0.9377777777777778,0.9377777777777778,0.8794271604938272,0.06
L30_T2,490,2.0,-1548.0,-1.72,820,0.9111111111111111,0.9111111111111111,0.8301234567901234,0.07555555555555556
L30_T2,491,2.0,-1516.0,-1.6844444444444444,804,0.8933333333333333,0.8933333333333333,0.7980444444444444,0.08666666666666667
L30_T2,492,2.0,-1492.0,-1.6577777777777778,780,0.8666666666666667,0.8666666666666667,0.7511111111111112,0.10222222222222223
L30_T2,493,2.0,-1584.0,-1.76,810,0.9,0.9,0.81,0.09222222222222222
L30_T2,494,2.0,-1636.0,-1.8177777777777777,834,0.9266666666666666,0.9266666666666666,0.8587111111111111,0.06444444444444444
L30_T2,495,2.0,-1652.0,-1.8355555555555556,854,0.9488888888888889,0.9488888888888889,0.9003901234567901,0.051111111111111114
L30_T2,496,2.0,-1552.0,-1.7244444444444444,824,0.9155555555555556,0.9155555555555556,0.838241975308642,0.06777777777777778
L30_T2,497,2.0,-1588.0,-1.7644444444444445,836,0.9288888888888889,0.9288888888888889,0.8628345679012346,0.07777777777777778
L30_T2,498,2.0,-1552.0,-1.7244444444444444,806,0.8955555555555555,0.8955555555555555,0.8020197530864197,0.07666666666666666
L30_T2,499,2.0,-1480.0,-1.6444444444444444,784,0.8711111111111111,0.8711111111111111,0.7588345679012345,0.09444444444444444
L30_T2,500,2.0,-1488.0,-1.6533333333333333,808,0.8977777777777778,0.8977777777777778,0.8060049382716049,0.10666666666666667
L30_T2,501,2.0,-1584.0,-1.76,838,0.9311111111111111,0.9311111111111111,0.8669679012345679,0.08555555555555555
L30_T2,502,2.0,-1636.0,-1.8177777777777777,846,0.94,0.94,0.8835999999999999,0.06444444444444444
L30_T2,503,2.0,-1636.0,-1.8177777777777777,852,0.9466666666666667,0.9466666666666667,0.8961777777777777,0.05444444444444444
L30_T2,504,2.0,-1560.0,-1.7333333333333334,820,0.9111111111111111,0.9111111111111111,0.8301234567901234,0.07111111111111111
L30_T2,505,2.0,-1640.0,-1.8222222222222222,852,0.9466666666666667,0.9466666666666667,0.8961777777777777,0.07111111111111111
L30_T2,506,2.0,-1644.0,-1.8266666666666667,846,0.94,0.94,0.8835999999999999,0.056666666666666664
L30_T2,507,2.0,-1536.0,-1.7066666666666668,818,0.9088888888888889,0.9088888888888889,0.8260790123456789,0.07555555555555556
L30_T2,508,2.0,-1492.0,-1.6577777777777778,788,0.8755555555555555,0.8755555555555555,0.7665975308641975,0.09888888888888889
L30_T2,509,2.0,-1540.0,-1.711111111111111,810,0.9,0.9,0.81,0.10111111111111111
L30_T2,510,2.0,-1548.0,-1.72,820,0.9111111111111111,0.9111111111111111,0.8301234567901234,0.09
L30_T2,511,2.0,-1572.0,-1.7466666666666666,812,0.9022222222222223,0.9022222222222223,0.814004938271605,0.08666666666666667
L30_T2,512,2.0,-1568.0,-1.7422222222222221,820,0.9111111111111111,0.9111111111111111,0.8301234567901234,0.07777777777777778
L30_T2,513,2.0,-1616.0,-1.7955555555555556,842,0.9355555555555556,0.9355555555555556,0.8752641975308643,0.07444444444444444
L30_T2,514,2.0,-1608.0,-1.7866666666666666,840,0.9333333333333333,0.9333333333333333,0.8711111111111112,0.06111111111111111
L30_T2,515,2.0,-1596.0,-1.7733333333333334,830,0.9222222222222223,0.9222222222222223,0.8504938271604939,0.07
L30_T2,516,2.0,-1516.0,-1.6844444444444444,810,0.9,0.9,0.81,0.07777777777777778
L30_T2,517,2.0,-1576.0,-1.751111111111111,824,0.9155555555555556,0.9155555555555556,0.838241975308642,0.09222222222222222
L30_T2,518,2.0,-1604.0,-1.7822222222222222,838,0.9311111111111111,0.9311111111111111,0.8669679012345679,0.07666666666666666
L30_T2,519,2.0,-1644.0,-1.8266666666666667,858,0.9533333333333334,0.9533333333333334,0.9088444444444445,0.057777777777777775
L30_T2,520,2.0,-1556.0,-1.728888888888889,820,0.9111111111111111,0.9111111111111111,0.8301234567901234,0.06555555555555556
L30_T2,521,2.0,-1520.0,-1.6888888888888889,808,0.8977777777777778,0.8977777777777778,0.8060049382716049,0.09111111111111111
L30_T2,522,2.0,-1548.0,-1.72,808,0.8977777777777778,0.8977777777777778,0.8060049382716049,0.09333333333333334
L30_T2,523,2.0,-1568.0,-1.7422222222222221,822,0.9133333333333333,0.9133333333333333,0.8341777777777778,0.0811111111111111
L30_T2,524,2.0,-1604.0,-1.7822222222222222,818,0.9088888888888889,0.9088888888888889,0.8260790123456789,0.07555555555555556
L30_T2,525,2.0,-1596.0,-1.7733333333333334,832,0.9244444444444444,0.9244444444444444,0.8545975308641974,0.07
L30_T2,526,2.0,-1532.0,-1.7022222222222223,808,0.8977777777777778,0.8977777777777778,0.8060049382716049,0.08888888888888889
L30_T2,527,2.0,-1484.0,-1.6488888888888888,788,0.8755555555555555,0.8755555555555555,0.7665975308641975,0.10666666666666667
L30_T2,528,2.0,-1532.0,-1.7022222222222223,810,0.9,0.9,0.81,0.10333333333333333
L30_T2,529,2.0,-1576.0,-1.751111111111111,832,0.9244444444444444,0.9244444444444444,0.8545975308641974,0.08777777777777777
L30_T2,530,2.0,-1612.0,-1.791111111111111,834,0.9266666666666666,0.9266666666666666,0.8587111111111111,0.07
L30_T2,531,2.0,-1608.0,-1.7866666666666666,840,0.9333333333333333,0.9333333333333333,0.8711111111111112,0.06555555555555556
L30_T2,532,2.0,-1604.0,-1.7822222222222222,840,0.9333333333333333,0.9333333333333333,0.8711111111111112,0.06444444444444444
L30_T2,533,2.0,-1584.0,-1.76,820,0.9111111111111111,0.9111111111111111,0.8301234567901234,0.06666666666666667
L30_T2,534,2.0,-1492.0,-1.6577777777777778,792,0.88,0.88,0.7744,0.09111111111111111
L30_T2,535,2.0,-1528.0,-1.6977777777777778,812,0.9022222222222223,0.9022222222222223,0.814004938271605,0.10222222222222223
L30_T2,536,2.0,-1584.0,-1.76,832,0.9244444444444444,0.9244444444444444,0.8545975308641974,0.08666666666666667
L30_T2,537,2.0,-1588.0,-1.7644444444444445,832,0.9244444444444444,0.9244444444444444,0.8545975308641974,0.07555555555555556
L30_T2,538,2.0,-1532.0,-1.7022222222222223,804,0.8933333333333333,0.8933333333333333,0.7980444444444444,0.08444444444444445
L30_T2,539,2.0,-1476.0,-1.64,784,0.8711111111111111,0.8711111111111111,0.7588345679012345,0.1111111111111111
L30_T2,540,2.0,-1464.0,-1.6266666666666667,738,0.82,0.82,0.6723999999999999,0.11666666666666667
L30_T2,541,2.0,-1432.0,-1.5911111111111111,722,0.8022222222222222,0.8022222222222222,0.6435604938271604,0.12444444444444444
L30_T2,542,2.0,-1336.0,-1.4844444444444445,694,0.7711111111111111,0.7711111111111111,0.5946123456790123,0.14222222222222222
