order,sweep,E_per_spin,m,abs_m
random,426,-1.271111111111111,0.015555555555555555,0.015555555555555555
random,427,-1.2755555555555556,0.03111111111111111,0.03111111111111111
random,428,-1.2444444444444445,0.0022222222222222222,0.0022222222222222222
random,429,-1.2133333333333334,-0.006666666666666667,0.006666666666666667
random,430,-1.2577777777777779,-0.04888888888888889,0.04888888888888889
random,431,-1.2533333333333334,-0.07111111111111111,0.07111111111111111
random,432,-1.271111111111111,-0.04888888888888889,0.04888888888888889
random,433,-1.1866666666666668,-0.06444444444444444,0.06444444444444444
random,434,-1.1688888888888889,-0.051111111111111114,0.051111111111111114
random,435,-1.2044444444444444,-0.10888888888888888,0.10888888888888888
random,436,-1.1688888888888889,-0.09333333333333334,0.09333333333333334
random,437,-1.2444444444444445,-0.05555555555555555,0.05555555555555555
random,438,-1.1866666666666668,-0.015555555555555555,0.015555555555555555
random,439,-1.2444444444444445,-0.044444444444444446,0.044444444444444446
random,440,-1.248888888888889,-0.08222222222222222,0.08222222222222222
random,441,-1.2044444444444444,-0.06888888888888889,0.06888888888888889
random,442,-1.2533333333333334,-0.057777777777777775,0.057777777777777775
random,443,-1.16,-0.011111111111111112,0.011111111111111112
random,444,-1.1244444444444444,0.011111111111111112,0.011111111111111112
random,445,-1.1822222222222223,0.011111111111111112,0.011111111111111112
random,446,-1.1288888888888888,0.011111111111111112,0.011111111111111112
random,447,-1.191111111111111,-0.015555555555555555,0.015555555555555555
random,448,-1.2044444444444444,-0.04666666666666667,0.04666666666666667
