time_sweeps,E_per_spin,abs_m
217.7,-1.3777777777777778,0.6644444444444444
217.75,-1.3955555555555557,0.6777777777777778
217.8,-1.4,0.68
217.85,-1.4044444444444444,0.6777777777777778
217.9,-1.3955555555555557,0.68
217.95,-1.3777777777777778,0.6777777777777778
218.0,-1.3644444444444443,0.6688888888888889
218.05,-1.3644444444444443,0.6644444444444444
218.1,-1.36,0.66
218.15,-1.3555555555555556,0.6644444444444444
218.2,-1.3866666666666667,0.6688888888888889
218.25,-1.3777777777777778,0.6711111111111111
218.3,-1.3822222222222222,0.68
218.35,-1.3955555555555557,0.6888888888888889
218.4,-1.3644444444444443,0.6777777777777778
218.45,-1.3733333333333333,0.68
218.5,-1.3511111111111112,0.6733333333333333
218.55,-1.3688888888888888,0.68
218.6,-1.3733333333333333,0.6933333333333334
218.65,-1.3555555555555556,0.6977777777777778
218.7,-1.3644444444444443,0.7
218.75,-1.3511111111111112,0.6911111111111111
218.8,-1.3688888888888888,0.6933333333333334
218.85,-1.3644444444444443,0.6977777777777778
218.9,-1.36,0.7111111111111111
218.95,-1.3555555555555556,0.7111111111111111
219.0,-1.3733333333333333,0.7044444444444444
219.05,-1.3911111111111112,0.7066666666666667
219.1,-1.3822222222222222,0.7088888888888889
219.15,-1.3688888888888888,0.7066666666666667
219.2,-1.36,0.7022222222222222
219.25,-1.3466666666666667,0.6955555555555556
219.3,-1.3244444444444445,0.6933333333333334
219.35,-1.3155555555555556,0.6955555555555556
219.4,-1.2977777777777777,0.6933333333333334
219.45,-1.3155555555555556,0.6977777777777778
219.5,-1.3022222222222222,0.6955555555555556
219.55,-1.3422222222222222,0.7111111111111111
219.6,-1.3422222222222222,0.7133333333333334
219.65,-1.3377777777777777,0.7111111111111111
219.7,-1.3422222222222222,0.72
219.75,-1.3511111111111112,0.7311111111111112
219.8,-1.3511111111111112,0.7288888888888889
219.85,-1.3644444444444443,0.7288888888888889
219.9,-1.3777777777777778,0.7311111111111112
219.95,-1.3777777777777778,0.7311111111111112
220.0,-1.3911111111111112,0.7333333333333333
220.05,-1.3955555555555557,0.7311111111111112
220.1,-1.3911111111111112,0.74
220.15,-1.3955555555555557,0.7355555555555555
220.2,-1.3911111111111112,0.7355555555555555
220.25,-1.4044444444444444,0.7422222222222222
