method,device,dtype,compute_grid,render_grid,render_tile,symmetry_used,elapsed_seconds,peak_gpu_mem_gib
newton,NVIDIA GeForce RTX 3090,complex64,40000,5000,250,True,37.08561130400267,0.3403916358947754
