node_count,polynomial_degree,max_abs_error,rmse,neville_vs_barycentric_max_diff,neville_vs_barycentric_rmse,neville_seconds,barycentric_seconds
5,4,0.3853043371787111,0.23169017698437672,4.440892098500626e-16,9.646334061279452e-17,0.0006372790012392215,0.00044384099965100177
7,6,0.48887731337243906,0.21277657508357334,5.551115123125783e-16,1.2052068542450956e-16,0.001069204998202622,0.00031929299802868627
9,8,0.7318894179869276,0.2566409259087366,1.27675647831893e-15,1.8653495217354963e-16,0.0014906579999660607,0.00035331100298208185
17,16,5.9132414116431375,1.343585243430402,4.556355293061642e-13,3.521191957567642e-14,0.005440171000373084,0.0007610249995195772
19,18,10.478452427356764,2.221317594074116,3.6006753134643077e-12,3.080672996161852e-13,0.006018175998178776,0.0006058860017219558
21,20,18.76836090095093,3.7394586410243025,1.957189965651196e-11,2.3673840235095084e-12,0.0066741589980665594,0.0006743800004187506
