method,device,dtype,compute_grid,render_grid,render_tile,symmetry_used,active_compression_used,newton_direct_formula_used,elapsed_seconds,peak_gpu_mem_gib
newton,NVIDIA GeForce RTX 3090,complex64,100000,5000,625,True,False,True,83.17347618700296,12.51924991607666
