method,device,dtype,compute_grid,render_grid,render_tile,symmetry_used,active_compression_used,newton_direct_formula_used,elapsed_seconds,peak_gpu_mem_gib
newton,NVIDIA GeForce RTX 3090,complex64,40000,5000,250,True,False,False,14.727670166997996,0.3403916358947754
