method,tol,max_iter,grid_size,render_grid,render_tile,convergence_fraction,mean_iterations,root0_fraction,root1_fraction,root2_fraction
secant,5e-07,65,12000,3000,250,0.9452377916666667,9.116774312272186,0.35983545833333336,0.3155075972222222,0.2698947361111111
