x,precision,method,value
0.705499999999999999999999999999999956,quad,expanded,4.90741731860080437090183457016245806e-06
0.705499999999999999999999999999999956,quad,horner,4.90741731860080437090183457003907817e-06
0.705749989,float,direct,4.86591944e-06
0.705749989,float,expanded,3.48500907e-06
0.705749989,float,horner,4.88758087e-06
0.70574999999999999,double,direct,4.8659172066166809e-06
0.70574999999999999,double,expanded,4.8659172070461554e-06
0.70574999999999999,double,horner,4.8659172126042094e-06
0.705749999999999999999999999999999951,quad,direct,4.86591720661667940865980382695103538e-06
0.705749999999999999999999999999999951,quad,expanded,4.8659172066166794086598038249499693e-06
0.705749999999999999999999999999999951,quad,horner,4.86591720661667940865980382775159552e-06
0.70599997,float,direct,4.82473797e-06
0.70599997,float,expanded,6.67758286e-06
0.70599997,float,horner,6.19888306e-06
0.70599999999999996,double,direct,4.8247332173902826e-06
0.70599999999999996,double,expanded,4.8247332198811388e-06
0.70599999999999996,double,horner,4.8247332169459867e-06
0.705999999999999999999999999999999947,quad,direct,4.82473321739027563217817600000000965e-06
0.705999999999999999999999999999999947,quad,expanded,4.82473321739027563217817600143915269e-06
0.705999999999999999999999999999999947,quad,horner,4.82473321739027563217817600156253258e-06
0.706250012,float,direct,4.78386119e-06
0.706250012,float,expanded,4.88571823e-06
0.706250012,float,horner,4.94718552e-06
0.70624999999999993,double,direct,4.7838632086341189e-06
0.70624999999999993,double,expanded,4.7838632041552476e-06
0.70624999999999993,double,horner,4.7838632076802057e-06
0.706249999999999999999999999999999942,quad,direct,4.78386320863410664969705976545811553e-06
0.706249999999999999999999999999999942,quad,expanded,4.78386320863410664969705976197194459e-06
0.706249999999999999999999999999999942,quad,horner,4.78386320863410664969705976352171634e-06
0.706499994,float,direct,4.74330591e-06
0.706499994,float,expanded,7.70762563e-06
0.706499994,float,horner,7.4505806e-06
0.70649999999999991,double,direct,4.7433050507745221e-06
0.70649999999999991,double,expanded,4.7433050582405822e-06
0.70649999999999991,double,horner,4.7433050496259455e-06
0.706499999999999999999999999999999938,quad,direct,4.74330505077450798037349008691407287e-06
0.706499999999999999999999999999999938,quad,expanded,4.74330505077450798037349009178576962e-06
0.706499999999999999999999999999999938,quad,horner,4.74330505077450798037349008371792871e-06
0.706749976,float,direct,4.70306122e-06
0.706749976,float,expanded,3.84449959e-06
0.706749976,float,horner,3.39746475e-06
0.70674999999999999,double,direct,4.7030566268869103e-06
0.70674999999999999,double,expanded,4.7030566240613414e-06
0.70674999999999999,double,horner,4.7030566268091434e-06
0.706749999999999999999999999999999933,quad,direct,4.70305662688690843392868142189885297e-06
0.706749999999999999999999999999999933,quad,expanded,4.70305662688690843392868142612363845e-06
0.706749999999999999999999999999999933,quad,horner,4.70305662688690843392868142032779302e-06
0.707000017,float,direct,4.66311303e-06
0.707000017,float,expanded,3.72156501e-06
0.707000017,float,horner,2.92062759e-06
0.70699999999999996,double,direct,4.6631158326313819e-06
0.70699999999999996,double,expanded,4.6631158378378224e-06
0.70699999999999996,double,horner,4.6631158238108483e-06
0.706999999999999999999999999999999928,quad,direct,4.6631158326313763457042490000000119e-06
0.706999999999999999999999999999999928,quad,expanded,4.66311583263137634570424899544045519e-06
0.706999999999999999999999999999999928,quad,horner,4.66311583263137634570424900014694649e-06
0.707249999,float,direct,4.62348044e-06
0.707249999,float,expanded,4.63426113e-06
0.707249999,float,horner,4.76837158e-06
0.70724999999999993,double,direct,4.6234805761884501e-06
0.70724999999999993,double,expanded,4.6234805712933036e-06
0.70724999999999993,double,horner,4.6234805731737438e-06
0.707249999999999999999999999999999924,quad,direct,4.62348057618843973264422957630254055e-06
0.707249999999999999999999999999999924,quad,expanded,4.62348057618843973264422956710895956e-06
0.707249999999999999999999999999999924,quad,horner,4.62348057618843973264422957919416996e-06
0.707499981,float,direct,4.58415161e-06
0.707499981,float,expanded,5.5283308e-06
0.707499981,float,horner,3.57627869e-06
0.70749999999999991,double,direct,4.5841487781951932e-06
0.70749999999999991,double,expanded,4.5841487765693745e-06
0.70749999999999991,double,horner,4.5841487712472428e-06
0.707499999999999999999999999999999919,quad,direct,4.5841487781951794381046295166015742e-06
0.707499999999999999999999999999999919,quad,expanded,4.58414877819517943810462951300940379e-06
0.707499999999999999999999999999999919,quad,horner,4.58414877819517943810462951551311272e-06
0.707749963,float,direct,4.54512383e-06
0.707749963,float,expanded,1.51619315e-06
0.707749963,float,horner,6.61611557e-06
0.70774999999999999,double,direct,4.545118371681597e-06
0.70774999999999999,double,expanded,4.5451183743466794e-06
0.70774999999999999,double,horner,4.5451183650069282e-06
0.707750000000000000000000000000000011,quad,direct,4.54511837168159433577306340103244577e-06
0.707750000000000000000000000000000011,quad,expanded,4.54511837168159433577306340235686718e-06
0.707750000000000000000000000000000011,quad,horner,4.54511837168159433577306339927537926e-06
0.708000004,float,direct,4.50638663e-06
0.708000004,float,expanded,7.49155879e-06
0.708000004,float,horner,5.78165054e-06
0.70799999999999996,double,direct,4.5063873020072435e-06
0.70799999999999996,double,expanded,4.506387293504166e-06
0.70799999999999996,double,horner,4.5063872995410037e-06
0.708000000000000000000000000000000006,quad,direct,4.50638730200723766535782399999999888e-06
0.708000000000000000000000000000000006,quad,expanded,4.50638730200723766535782399630289503e-06
0.708000000000000000000000000000000006,quad,horner,4.50638730200723766535782399960105006e-06
0.708249986,float,direct,4.46795593e-06
0.708249986,float,expanded,2.3432076e-06
0.708249986,float,horner,3.21865082e-06
0.70824999999999994,double,direct,4.4679535267981333e-06
0.70824999999999994,double,expanded,4.4679535275080062e-06
0.70824999999999994,double,horner,4.4679535261549219e-06
0.708250000000000000000000000000000002,quad,direct,4.4679535267981235750784479412546146e-06
0.708250000000000000000000000000000002,quad,expanded,4.46795352679812357507844794308513849e-06
0.708250000000000000000000000000000002,quad,horner,4.46795352679812357507844794404810346e-06
0.708499968,float,direct,4.42982036e-06
0.708499968,float,expanded,4.47034836e-06
0.708499968,float,horner,2.32458115e-06
0.70849999999999991,double,direct,4.4298150158839164e-06
0.70849999999999991,double,expanded,4.4298150098029399e-06
0.70849999999999991,double,horner,4.4298150166932615e-06
0.708499999999999999999999999999999997,quad,direct,4.42981501588390294835851411035156329e-06
0.708499999999999999999999999999999997,quad,expanded,4.42981501588390294835851411627397126e-06
0.708499999999999999999999999999999997,quad,horner,4.42981501588390294835851411044201465e-06
0.70875001,float,direct,4.3919681e-06
0.70875001,float,expanded,5.9902668e-06
0.70875001,float,horner,7.62939453e-06
0.70874999999999999,double,direct,4.3919697512353088e-06
0.70874999999999999,double,expanded,4.3919697619299036e-06
0.70874999999999999,double,horner,4.3919697546579428e-06
0.708749999999999999999999999999999992,quad,direct,4.3919697512353075944860372692346581e-06
0.708749999999999999999999999999999992,quad,expanded,4.39196975123530759448603726558557025e-06
0.708749999999999999999999999999999992,quad,horner,4.39196975123530759448603726796289003e-06
0.708999991,float,direct,4.35441734e-06
0.708999991,float,expanded,6.41867518e-06
0.708999991,float,horner,3.81469727e-06
0.70899999999999996,double,direct,4.3544157269018663e-06
0.70899999999999996,double,expanded,4.3544157278738171e-06
0.70899999999999996,double,horner,4.3544157302122244e-06
0.708999999999999999999999999999999988,quad,direct,4.35441572690186188536740100000000195e-06
0.708999999999999999999999999999999988,quad,expanded,4.35441572690186188536740099936701294e-06
0.708999999999999999999999999999999988,quad,horner,4.3544157269018618853674009972304344e-06
0.709249973,float,direct,4.31715443e-06
0.709249973,float,expanded,7.50273466e-06
0.709249973,float,horner,3.63588333e-06
0.70924999999999994,double,direct,4.3171509489498707e-06
0.70924999999999994,double,expanded,4.3171509617467851e-06
0.70924999999999994,double,horner,4.3171509540584907e-06
