x,precision,method,value
0.753999999999999999999999999999999926,quad,horner,8.11616880235713665688575997361528656e-07
0.75424999,float,direct,8.03406749e-07
0.75424999,float,expanded,-8.45640898e-07
0.75424999,float,horner,2.98023224e-07
0.75424999999999998,double,direct,8.0340635931587076e-07
0.75424999999999998,double,expanded,8.0340635243841829e-07
0.75424999999999998,double,horner,8.0340636143816369e-07
0.754249999999999999999999999999999921,quad,direct,8.03406359315869879209588938187601657e-07
0.754249999999999999999999999999999921,quad,expanded,8.03406359315869879209588931260705393e-07
0.754249999999999999999999999999999921,quad,horner,8.0340635931586987920958893309033884e-07
0.754499972,float,direct,7.95271603e-07
0.754499972,float,expanded,1.19581819e-06
0.754499972,float,horner,5.96046448e-07
0.75449999999999995,double,direct,7.9527066789480236e-07
0.75449999999999995,double,expanded,7.9527067178841726e-07
0.75449999999999995,double,horner,7.9527066243478828e-07
0.754500000000000000000000000000000013,quad,direct,7.95270667894800714839442774414062128e-07
0.754500000000000000000000000000000013,quad,expanded,7.95270667894800714839442780210470506e-07
0.754500000000000000000000000000000013,quad,horner,7.95270667894800714839442776153980561e-07
0.754750013,float,direct,7.87208819e-07
0.754750013,float,expanded,7.09295273e-06
0.754750013,float,horner,3.15904617e-06
0.75474999999999992,double,direct,7.8720919914835546e-07
0.75474999999999992,double,expanded,7.8720920606428768e-07
0.75474999999999992,double,horner,7.872091972727091e-07
0.754750000000000000000000000000000008,quad,direct,7.87209199148353043471272914696693034e-07
0.754750000000000000000000000000000008,quad,expanded,7.87209199148353043471272916718831681e-07
0.754750000000000000000000000000000008,quad,horner,7.87209199148353043471272913047527725e-07
0.754999995,float,direct,7.7922158e-07
0.754999995,float,expanded,4.47034836e-06
0.754999995,float,horner,3.15904617e-06
0.755,double,direct,7.79221350562617e-07
0.755,double,expanded,7.7922135800767567e-07
0.755,double,horner,7.7922135122143743e-07
0.755000000000000000000000000000000004,quad,direct,7.79221350562617197265624999999999899e-07
0.755000000000000000000000000000000004,quad,expanded,7.79221350562617197265625001554663361e-07
0.755000000000000000000000000000000004,quad,horner,7.79221350562617197265625002000034661e-07
0.755249977,float,direct,7.7130727e-07
0.755249977,float,expanded,-9.49949026e-07
0.755249977,float,horner,-9.53674316e-07
0.75524999999999998,double,direct,7.7130652390765931e-07
0.75524999999999998,double,expanded,7.7130652474666217e-07
0.75524999999999998,double,horner,7.7130652997858817e-07
0.755249999999999999999999999999999999,quad,direct,7.71306523907658469801578682137489281e-07
0.755249999999999999999999999999999999,quad,expanded,7.71306523907658469801578677425821213e-07
0.755249999999999999999999999999999999,quad,horner,7.71306523907658469801578686898989127e-07
0.755500019,float,direct,7.63463618e-07
0.755500019,float,expanded,1.43796206e-06
0.755500019,float,horner,6.61611557e-06
0.75549999999999995,double,direct,7.6346412521138392e-07
0.75549999999999995,double,expanded,7.6346413306616068e-07
0.75549999999999995,double,horner,7.6346412880567982e-07
0.755499999999999999999999999999999995,quad,direct,7.63464125211382161728730079101562728e-07
0.755499999999999999999999999999999995,quad,expanded,7.63464125211382161728730073980005657e-07
0.755499999999999999999999999999999995,quad,horner,7.63464125211382161728730082351782384e-07
0.75575,float,direct,7.5569352e-07
0.75575,float,expanded,7.82310963e-07
0.75575,float,horner,2.2649765e-06
0.75574999999999992,double,direct,7.556935647335341e-07
0.75574999999999992,double,expanded,7.5569356687565925e-07
0.75574999999999992,double,horner,7.5569356039473234e-07
0.75574999999999999999999999999999999,quad,direct,7.5569356473353162822488935818576831e-07
0.75574999999999999999999999999999999,quad,expanded,7.55693564733531628224889360722269214e-07
0.75574999999999999999999999999999999,quad,horner,7.55693564733531628224889354180125934e-07
0.755999982,float,direct,7.47994818e-07
0.755999982,float,expanded,3.36021185e-06
0.755999982,float,horner,5.30481339e-06
0.75600000000000001,double,direct,7.4799425693981863e-07
0.75600000000000001,double,expanded,7.4799424777671764e-07
0.75600000000000001,double,horner,7.4799426430516291e-07
0.755999999999999999999999999999999985,quad,direct,7.4799425693981878622617600000000043e-07
0.755999999999999999999999999999999985,quad,expanded,7.47994256939818786226175998070173906e-07
0.755999999999999999999999999999999985,quad,horner,7.47994256939818786226175995103038085e-07
0.756249964,float,direct,7.40366715e-07
0.756249964,float,expanded,4.92483377e-06
0.756249964,float,horner,1.31130219e-06
0.75624999999999998,double,direct,7.4036562047618726e-07
0.75624999999999998,double,expanded,7.4036562492524327e-07
0.75624999999999998,double,horner,7.4036561870105544e-07
0.756249999999999999999999999999999981,quad,direct,7.40365620476186541054630652070046012e-07
0.756249999999999999999999999999999981,quad,expanded,7.40365620476186541054630653106448708e-07
0.756249999999999999999999999999999981,quad,horner,7.40365620476186541054630657024512439e-07
0.756500006,float,direct,7.32806882e-07
0.756500006,float,expanded,-1.41561031e-07
0.756500006,float,horner,4.17232513e-07
0.75649999999999995,double,direct,7.328070781432041e-07
0.75649999999999995,double,expanded,7.328070763326644e-07
0.75649999999999995,double,horner,7.3280708534628758e-07
0.756499999999999999999999999999999976,quad,direct,7.32807078143202593723512547851563153e-07
0.756499999999999999999999999999999976,quad,expanded,7.32807078143202593723512548868345747e-07
0.756499999999999999999999999999999976,quad,horner,7.32807078143202593723512554315116371e-07
0.756749988,float,direct,7.25318444e-07
0.756749988,float,expanded,6.56396151e-06
0.756749988,float,horner,-1.66893005e-06
0.75674999999999992,double,direct,7.2531805687058631e-07
0.75674999999999992,double,expanded,7.2531805572068064e-07
0.75674999999999992,double,horner,7.2531806083464545e-07
0.756749999999999999999999999999999971,quad,direct,7.25318056870584091852118706368447305e-07
0.756749999999999999999999999999999971,quad,expanded,7.25318056870584091852118707787306088e-07
0.756749999999999999999999999999999971,quad,horner,7.25318056870584091852118703724797612e-07
0.756999969,float,direct,7.17898786e-07
0.756999969,float,expanded,3.20374966e-06
0.756999969,float,horner,2.2649765e-06
0.75700000000000001,double,direct,7.1789798769185243e-07
0.75700000000000001,double,expanded,7.1789797840421388e-07
0.75700000000000001,double,horner,7.1789798650190306e-07
0.756999999999999999999999999999999967,quad,direct,7.17897987691852588770249000000000963e-07
0.756999999999999999999999999999999967,quad,expanded,7.17897987691852588770248988871916082e-07
0.756999999999999999999999999999999967,quad,horner,7.1789798769185258877024899484229891e-07
0.757250011,float,direct,7.10545976e-07
0.757250011,float,expanded,2.63750553e-06
0.757250011,float,horner,-9.53674316e-07
0.75724999999999998,double,direct,7.1054630571911939e-07
0.75724999999999998,double,expanded,7.1054630512018546e-07
0.75724999999999998,double,horner,7.1054630035316535e-07
0.757249999999999999999999999999999962,quad,direct,7.10546305719118777037353143883706304e-07
0.757249999999999999999999999999999962,quad,expanded,7.10546305719118777037353149683773133e-07
0.757249999999999999999999999999999962,quad,horner,7.10546305719118777037353143051351887e-07
0.757499993,float,direct,7.03262572e-07
0.757499993,float,expanded,-5.05894423e-06
0.757499993,float,horner,5.36441803e-07
0.75749999999999995,double,direct,7.0326245011799789e-07
0.75749999999999995,double,expanded,7.0326245341090221e-07
0.75749999999999995,double,horner,7.0326245138474519e-07
0.757499999999999999999999999999999958,quad,direct,7.03262450117996464242935180664063872e-07
0.757499999999999999999999999999999958,quad,expanded,7.03262450117996464242935174991661883e-07
0.757499999999999999999999999999999958,quad,horner,7.03262450117996464242935182568992508e-07
0.757749975,float,direct,6.96046584e-07
0.757749975,float,expanded,-2.11969018e-06
0.757749975,float,horner,-1.43051147e-06
0.75774999999999992,double,direct,6.9604586408264757e-07
0.75774999999999992,double,expanded,6.9604587286942188e-07
0.75774999999999992,double,horner,6.9604586117044676e-07
0.757749999999999999999999999999999953,quad,direct,6.96045864082645260592961569596291962e-07
0.757749999999999999999999999999999953,quad,expanded,6.96045864082645260592961578786324338e-07
0.757749999999999999999999999999999953,quad,horner,6.96045864082645260592961565304814727e-07
0.758000016,float,direct,6.88895511e-07
0.758000016,float,expanded,4.62681055e-06
0.758000016,float,horner,-9.53674316e-07
0.75800000000000001,double,direct,6.8889599481094136e-07
0.75800000000000001,double,expanded,6.8889598817123421e-07
0.75800000000000001,double,horner,6.8889599402766066e-07
0.757999999999999999999999999999999948,quad,direct,6.88895994810941449421824000000001445e-07
0.757999999999999999999999999999999948,quad,expanded,6.88895994810941449421824000179250375e-07
0.757999999999999999999999999999999948,quad,horner,6.8889599481094144942182399747091139e-07
0.758249998,float,direct,6.8181231e-07
0.758249998,float,expanded,-1.16229057e-06
0.758249998,float,horner,-3.57627869e-07
0.75824999999999998,double,direct,6.8181229347977714e-07
0.75824999999999998,double,expanded,6.8181229553876399e-07
0.75824999999999998,double,horner,6.8181229262442855e-07
0.758249999999999999999999999999999944,quad,direct,6.81812293479776513400850996445657341e-07
0.758249999999999999999999999999999944,quad,expanded,6.81812293479776513400850992490490692e-07
0.758249999999999999999999999999999944,quad,horner,6.81812293479776513400851002336807533e-07
0.75849998,float,direct,6.74794705e-07
0.75849998,float,expanded,2.47359276e-06
0.75849998,float,horner,2.02655792e-06
0.75849999999999995,double,direct,6.7479421522048401e-07
0.75849999999999995,double,expanded,6.7479420867710971e-07
0.75849999999999995,double,horner,6.7479422016791801e-07
0.758499999999999999999999999999999939,quad,direct,6.74794215220482790842446727539064205e-07
0.758499999999999999999999999999999939,quad,expanded,6.74794215220482790842446727682936448e-07
0.758499999999999999999999999999999939,quad,horner,6.74794215220482790842446725492191137e-07
0.758749962,float,direct,6.67842301e-07
0.758749962,float,expanded,-1.14738941e-06
0.758749962,float,horner,3.09944153e-06
0.75874999999999992,double,direct,6.6784121909438785e-07
0.75874999999999992,double,expanded,6.6784122428054093e-07
0.75874999999999992,double,horner,6.6784122465524121e-07
0.758749999999999999999999999999999935,quad,direct,6.67841219094385738123664632439614997e-07
0.758749999999999999999999999999999935,quad,expanded,6.67841219094385738123664635712522613e-07
0.758749999999999999999999999999999935,quad,horner,6.67841219094385738123664625962502269e-07
0.759000003,float,direct,6.60952708e-07
0.759000003,float,expanded,1.0356307e-06
0.759000003,float,horner,2.92062759e-06
0.75900000000000001,double,direct,6.6095276806848207e-07
0.75900000000000001,double,expanded,6.609527709172669e-07
0.75900000000000001,double,horner,6.6095276585187435e-07
0.75899999999999999999999999999999993,quad,direct,6.60952768068482275874401000000001892e-07
0.75899999999999999999999999999999993,quad,expanded,6.6095276806848227587440100170277305e-07
0.75899999999999999999999999999999993,quad,horner,6.60952768068482275874400993866645589e-07
0.759249985,float,direct,6.54128712e-07
0.759249985,float,expanded,-1.41561031e-07
0.759249985,float,horner,2.32458115e-06
0.75924999999999998,double,direct,6.5412832899124514e-07
0.75924999999999998,double,expanded,6.5412832492284245e-07
0.75924999999999998,double,horner,6.541283326111369e-07
0.759249999999999999999999999999999925,quad,direct,6.54128328991244698193422935341836941e-07
0.759249999999999999999999999999999925,quad,expanded,6.54128328991244698193422934111812509e-07
0.759249999999999999999999999999999925,quad,horner,6.54128328991244698193422930043285502e-07
0.759499967,float,direct,6.47368267e-07
0.759499967,float,expanded,7.04079866e-06
0.759499967,float,horner,2.62260437e-06
0.75949999999999995,double,direct,6.4736737256855091e-07
0.75949999999999995,double,expanded,6.4736737824533375e-07
0.75949999999999995,double,horner,6.4736736737902589e-07
0.759500000000000000000000000000000017,quad,direct,6.4736737256854962577012968847656205e-07
0.759500000000000000000000000000000017,quad,expanded,6.47367372568549625770129691852279687e-07
0.759500000000000000000000000000000017,quad,horner,6.4736737256854962577012969025135042e-07
0.759750009,float,direct,6.406691e-07
0.759750009,float,expanded,2.02655792e-06
0.759750009,float,horner,1.78813934e-07
0.75974999999999993,double,direct,6.4066937333973351e-07
0.75974999999999993,double,expanded,6.4066936678042197e-07
0.75974999999999993,double,horner,6.4066937555118386e-07
0.759750000000000000000000000000000012,quad,direct,6.40669373339731485401289559937476746e-07
0.759750000000000000000000000000000012,quad,expanded,6.40669373339731485401289558323332076e-07
0.759750000000000000000000000000000012,quad,horner,6.40669373339731485401289559551112416e-07
0.75999999,float,direct,6.34034052e-07
0.75999999,float,expanded,-2.71201134e-06
0.75999999,float,horner,1.78813934e-07
0.76000000000000001,double,direct,6.3403380965375985e-07
0.76000000000000001,double,expanded,6.3403381071747145e-07
0.76000000000000001,double,horner,6.3403381422855176e-07
0.760000000000000000000000000000000008,quad,direct,6.34033809653759999999999999999999754e-07
0.760000000000000000000000000000000008,quad,expanded,6.34033809653759999999999990969019295e-07
0.760000000000000000000000000000000008,quad,horner,6.34033809653760000000000005738494556e-07
0.760249972,float,direct,6.2746085e-07
0.760249972,float,expanded,-3.94880772e-07
0.760249972,float,horner,-2.50339508e-06
0.76024999999999998,double,direct,6.2746016364554164e-07
0.76024999999999998,double,expanded,6.2746014964365493e-07
0.76024999999999998,double,horner,6.2746016649128933e-07
0.760250000000000000000000000000000003,quad,direct,6.27460163645541174798789541626930224e-07
0.760250000000000000000000000000000003,quad,expanded,6.27460163645541174798789545400300702e-07
0.760250000000000000000000000000000003,quad,horner,6.27460163645541174798789539887326236e-07
0.760500014,float,direct,6.20947503e-07
0.760500014,float,expanded,-5.20050526e-06
0.760500014,float,horner,2.98023224e-06
0.76049999999999995,double,direct,6.2094792121234241e-07
0.76049999999999995,double,expanded,6.2094790100053476e-07
0.76049999999999995,double,horner,6.2094791586364551e-07
0.760499999999999999999999999999999998,quad,direct,6.20947921212341267050120313476562456e-07
0.760499999999999999999999999999999998,quad,expanded,6.2094792121234126705012032355943027e-07
0.760499999999999999999999999999999998,quad,horner,6.20947921212341267050120311221441563e-07
0.760749996,float,direct,6.14496685e-07
0.760749996,float,expanded,2.61515379e-06
0.760749996,float,horner,-1.43051147e-06
0.76074999999999993,double,direct,6.144965719903351e-07
0.76074999999999993,double,expanded,6.1449658070311663e-07
0.76074999999999993,double,horner,6.1449657706713623e-07
0.760749999999999999999999999999999994,quad,direct,6.14496571990333228125562528847694613e-07
0.760749999999999999999999999999999994,quad,expanded,6.1449657199033322812556254061164048e-07
0.760749999999999999999999999999999994,quad,horner,6.1449657199033322812556253412366398e-07
0.760999978,float,direct,6.08106177e-07
0.760999978,float,expanded,-3.12924385e-06
0.760999978,float,horner,-4.76837158e-07
0.76100000000000001,double,direct,6.0810560933126502e-07
0.76100000000000001,double,expanded,6.0810562334256968e-07
0.76100000000000001,double,horner,6.0810561075541614e-07
0.760999999999999999999999999999999989,quad,direct,6.08105609331265108509601000000000288e-07
0.760999999999999999999999999999999989,quad,expanded,6.08105609331265108509600998710032073e-07
0.760999999999999999999999999999999989,quad,horner,6.08105609331265108509600999733182356e-07
0.761250019,float,direct,6.01774047e-07
0.761250019,float,expanded,-3.06218863e-06
0.761250019,float,horner,4.11272049e-06
0.76124999999999998,double,direct,6.0177453027925039e-07
0.76124999999999998,double,expanded,6.0177451341458799e-07
0.76124999999999998,double,horner,6.017745288744436e-07
0.761249999999999999999999999999999985,quad,direct,6.01774530279249917775401845574379254e-07
0.761249999999999999999999999999999985,quad,expanded,6.01774530279249917775401832971564895e-07
0.761249999999999999999999999999999985,quad,horner,6.01774530279249917775401846741963997e-07
0.761500001,float,direct,5.95502797e-07
0.761500001,float,expanded,4.33623791e-06
0.761500001,float,horner,-1.07288361e-06
0.76149999999999995,double,direct,5.955028355476776e-07
0.76149999999999995,double,expanded,5.9550283368348111e-07
0.76149999999999995,double,horner,5.9550283770803958e-07
0.76149999999999999999999999999999998,quad,direct,5.95502835547676433217918602539062939e-07
0.76149999999999999999999999999999998,quad,expanded,5.95502835547676433217918606932404199e-07
0.76149999999999999999999999999999998,quad,horner,5.95502835547676433217918607690739114e-07
0.761749983,float,direct,5.89290494e-07
0.761749983,float,expanded,-7.0258975e-06
0.761749983,float,horner,1.1920929e-06
0.76174999999999993,double,direct,5.8929002949624236e-07
0.76174999999999993,double,expanded,5.8929002468011138e-07
0.76174999999999993,double,horner,5.8929003687868686e-07
0.761749999999999999999999999999999975,quad,direct,5.8929002949624045240445438389682839e-07
0.761749999999999999999999999999999975,quad,expanded,5.89290029496240452404454389271096084e-07
0.761749999999999999999999999999999975,quad,horner,5.89290029496240452404454391064618344e-07
0.761999965,float,direct,5.83136455e-07
0.761999965,float,expanded,-2.08616257e-07
0.761999965,float,horner,5.96046448e-08
0.76200000000000001,double,direct,5.8313562010809571e-07
0.76200000000000001,double,expanded,5.8313562079082004e-07
0.76200000000000001,double,horner,5.8313562911749273e-07
0.761999999999999999999999999999999971,quad,direct,5.83135620108095986484224000000000721e-07
0.761999999999999999999999999999999971,quad,expanded,5.83135620108095986484224004796393923e-07
0.761999999999999999999999999999999971,quad,horner,5.8313562010809598648422399572044906e-07
0.762250006,float,direct,5.77038975e-07
0.762250006,float,expanded,3.77744436e-06
0.762250006,float,horner,-3.93390656e-06
0.76224999999999998,double,direct,5.770391189671264e-07
0.76224999999999998,double,expanded,5.7703912530182588e-07
0.76224999999999998,double,horner,5.7703911959805509e-07
0.762249999999999999999999999999999966,quad,direct,5.77039118967125892676580545426369546e-07
0.762249999999999999999999999999999966,quad,expanded,5.7703911896712589267658055680624247e-07
0.762249999999999999999999999999999966,quad,horner,5.77039118967125892676580543348806983e-07
0.762499988,float,direct,5.71000385e-07
0.762499988,float,expanded,-6.78747892e-06
0.762499988,float,horner,4.76837158e-07
0.76249999999999996,double,direct,5.7100004123533249e-07
0.76249999999999996,double,expanded,5.7100002799626015e-07
0.76249999999999996,double,horner,5.7100003292287482e-07
0.762499999999999999999999999999999961,quad,direct,5.71000041235331445932388305664063502e-07
0.762499999999999999999999999999999961,quad,expanded,5.71000041235331445932388316592819071e-07
0.762499999999999999999999999999999961,quad,horner,5.7100004123533144593238831272892212e-07
0.76274997,float,direct,5.65018638e-07
0.76274997,float,expanded,-3.9562583e-06
0.76274997,float,horner,-1.43051147e-06
0.76274999999999993,double,direct,5.6501790563034216e-07
0.76274999999999993,double,expanded,5.6501789319485241e-07
0.76274999999999993,double,horner,5.6501791512175714e-07
0.762749999999999999999999999999999957,quad,direct,5.65017905630340351334541419030190566e-07
0.762749999999999999999999999999999957,quad,expanded,5.65017905630340351334541424055657953e-07
0.762749999999999999999999999999999957,quad,horner,5.65017905630340351334541422839914676e-07
0.763000011,float,direct,5.59091916e-07
0.763000011,float,expanded,-3.9935112e-06
0.763000011,float,horner,-1.07288361e-06
0.76300000000000001,double,direct,5.5909223440303253e-07
0.76300000000000001,double,expanded,5.5909223242722739e-07
0.76300000000000001,double,horner,5.5909222962391425e-07
0.762999999999999999999999999999999952,quad,direct,5.59092234403032700371849000000001116e-07
0.762999999999999999999999999999999952,quad,expanded,5.59092234403032700371848998739859601e-07
0.762999999999999999999999999999999952,quad,horner,5.59092234403032700371848997776894628e-07
0.763249993,float,direct,5.53222719e-07
0.763249993,float,expanded,-1.25914812e-06
0.763249993,float,horner,-4.76837158e-07
0.76324999999999998,double,direct,5.5322255331528474e-07
0.76324999999999998,double,expanded,5.5322254582934605e-07
0.76324999999999998,double,horner,5.5322255410050758e-07
0.763249999999999999999999999999999948,quad,direct,5.53222553315284375785435851143838166e-07
0.763249999999999999999999999999999948,quad,expanded,5.53222553315284375785435841708799982e-07
0.763249999999999999999999999999999948,quad,horner,5.5322255331528437578543585332456496e-07
0.763499975,float,direct,5.47408945e-07
0.763499975,float,expanded,4.90248203e-06
0.763499975,float,horner,-3.21865082e-06
0.76349999999999996,double,direct,5.4740839161782836e-07
0.76349999999999996,double,expanded,5.4740838088818133e-07
0.76349999999999996,double,horner,5.4740838928424296e-07
0.763499999999999999999999999999999943,quad,direct,5.47408391617827411248446922851563877e-07
0.763499999999999999999999999999999943,quad,expanded,5.47408391617827411248446924635771355e-07
0.763499999999999999999999999999999943,quad,horner,5.47408391617827411248446919941317116e-07
0.763750017,float,direct,5.41648888e-07
0.763750017,float,expanded,7.03334808e-06
0.763750017,float,horner,-1.54972076e-06
0.76374999999999993,double,direct,5.4164928202822851e-07
0.76374999999999993,double,expanded,5.4164928402211654e-07
0.76374999999999993,double,horner,5.4164928375843857e-07
0.763749999999999999999999999999999938,quad,direct,5.41649282028226813698196783661843713e-07
0.763749999999999999999999999999999938,quad,expanded,5.41649282028226813698196777045315977e-07
0.763749999999999999999999999999999938,quad,horner,5.41649282028226813698196778995320046e-07
0.763999999,float,direct,5.35944764e-07
0.763999999,float,expanded,4.99933958e-06
0.763999999,float,horner,-1.66893005e-06
0.76400000000000001,double,direct,5.3594476070897312e-07
0.76400000000000001,double,expanded,5.3594475075968706e-07
0.76400000000000001,double,horner,5.3594474935803049e-07
0.763999999999999999999999999999999934,quad,direct,5.35944760708973357694976000000001574e-07
0.763999999999999999999999999999999934,quad,expanded,5.35944760708973357694976002348679143e-07
0.763999999999999999999999999999999934,quad,horner,5.35944760708973357694976002192197335e-07
0.76424998,float,direct,5.30294756e-07
0.76424998,float,expanded,-4.39584255e-07
0.76424998,float,horner,-4.529953e-06
0.76424999999999998,double,direct,5.3029436724569231e-07
0.76424999999999998,double,expanded,5.3029435484464038e-07
0.76424999999999998,double,horner,5.3029437097062981e-07
0.764249999999999999999999999999999929,quad,direct,5.30294367245691862733517953156472892e-07
0.764249999999999999999999999999999929,quad,expanded,5.30294367245691862733517951763920112e-07
0.764249999999999999999999999999999929,quad,horner,5.30294367245691862733517957036153335e-07
0.764500022,float,direct,5.24697157e-07
0.764500022,float,expanded,-2.65240669e-06
0.764500022,float,horner,7.15255737e-07
0.76449999999999996,double,direct,5.246976446254655e-07
0.76449999999999996,double,expanded,5.2469765454699058e-07
0.76449999999999996,double,horner,5.2469765055018769e-07
0.764499999999999999999999999999999925,quad,direct,5.24697644625464465981645704101564038e-07
0.764499999999999999999999999999999925,quad,expanded,5.24697644625464465981645706751790347e-07
0.764499999999999999999999999999999925,quad,horner,5.24697644625464465981645707425865827e-07
0.764750004,float,direct,5.19154014e-07
0.764750004,float,expanded,-9.90927219e-07
0.764750004,float,horner,-2.38418579e-06
0.76474999999999993,double,direct,5.1915413921527005e-07
0.76474999999999993,double,expanded,5.1915415162639977e-07
0.76474999999999993,double,horner,5.191541364579777e-07
0.76474999999999999999999999999999992,quad,direct,5.19154139215268404465862513924600437e-07
0.76474999999999999999999999999999992,quad,expanded,5.1915413921526840446586250313070208e-07
0.76474999999999999999999999999999992,quad,horner,5.19154139215268404465862510148309315e-07
0.764999986,float,direct,5.13663736e-07
0.764999986,float,expanded,-4.991889e-06
0.764999986,float,horner,2.62260437e-06
0.76500000000000001,double,direct,5.1366340074052751e-07
0.76500000000000001,double,expanded,5.1366340728109527e-07
0.76500000000000001,double,horner,5.1366339925973392e-07
0.765000000000000000000000000000000012,quad,direct,5.13663400740527822265624999999999687e-07
0.765000000000000000000000000000000012,quad,expanded,5.13663400740527822265625008369775502e-07
0.765000000000000000000000000000000012,quad,horner,5.13663400740527822265625000461425668e-07
0.765249968,float,direct,5.08225696e-07
0.765249968,float,expanded,3.29315662e-06
0.765249968,float,horner,-1.1920929e-07
0.76524999999999999,double,direct,5.0822498226377924e-07
0.76524999999999999,double,expanded,5.0822496940050588e-07
0.76524999999999999,double,horner,5.0822498054436949e-07
0.765250000000000000000000000000000007,quad,direct,5.0822498226377911981674811611270895e-07
0.765250000000000000000000000000000007,quad,expanded,5.08224982263779119816748116729807668e-07
0.765250000000000000000000000000000007,quad,horner,5.08224982263779119816748114659432978e-07
0.765500009,float,direct,5.02838247e-07
0.765500009,float,expanded,-4.760921e-06
0.765500009,float,horner,-1.31130219e-06
0.76549999999999996,double,direct,5.0283844016345023e-07
0.76549999999999996,double,expanded,5.028384483379833e-07
0.76549999999999996,double,horner,5.0283844865717242e-07
0.765500000000000000000000000000000002,quad,direct,5.02838440163449363959839649414062473e-07
0.765500000000000000000000000000000002,quad,expanded,5.02838440163449363959839642173302238e-07
0.765500000000000000000000000000000002,quad,horner,5.02838440163449363959839655546478289e-07
0.765749991,float,direct,4.97503493e-07
0.765749991,float,expanded,-1.71363354e-06
0.765749991,float,horner,-1.43051147e-06
0.76574999999999993,double,direct,4.9750333411274879e-07
0.76574999999999993,double,expanded,4.9750333443177031e-07
0.76574999999999993,double,horner,4.9750333197540186e-07
0.765749999999999999999999999999999998,quad,direct,4.97503334112747278901852188920021012e-07
0.765749999999999999999999999999999998,quad,expanded,4.97503334112747278901852197409529651e-07
0.765749999999999999999999999999999998,quad,horner,4.97503334112747278901852189079882642e-07
0.765999973,float,direct,4.92219783e-07
0.765999973,float,expanded,-1.21444464e-06
0.765999973,float,horner,-5.96046448e-07
0.76600000000000001,double,direct,4.9221922705866603e-07
0.76600000000000001,double,expanded,4.9221923968667536e-07
0.76600000000000001,double,horner,4.9221922726605527e-07
0.765999999999999999999999999999999993,quad,direct,4.92219227058666339787776000000000156e-07
0.765999999999999999999999999999999993,quad,expanded,4.92219227058666339787775995108403391e-07
0.765999999999999999999999999999999993,quad,horner,4.92219227058666339787776001042675032e-07
0.766250014,float,direct,4.86985414e-07
0.766250014,float,expanded,-1.06543303e-06
0.766250014,float,horner,-2.50339508e-06
0.76624999999999999,double,direct,4.8698568520109993e-07
0.76624999999999999,double,expanded,4.8698568211325011e-07
0.76624999999999999,double,horner,4.8698568533289688e-07
0.766249999999999999999999999999999988,quad,direct,4.8698568520109949210518039762973814e-07
0.766249999999999999999999999999999988,quad,expanded,4.86985685201099492105180391166295126e-07
0.766249999999999999999999999999999988,quad,horner,4.86985685201099492105180400832056034e-07
0.766499996,float,direct,4.81802431e-07
0.766499996,float,expanded,3.0323863e-06
0.766499996,float,horner,-5.96046448e-07
0.76649999999999996,double,direct,4.8180227797206601e-07
0.76649999999999996,double,expanded,4.8180228953698112e-07
0.76649999999999996,double,horner,4.8180228084948595e-07
0.766499999999999999999999999999999984,quad,direct,4.8180227797206502166674750878906281e-07
0.766499999999999999999999999999999984,quad,expanded,4.81802277972065021666747511675331875e-07
0.766499999999999999999999999999999984,quad,horner,4.81802277972065021666747516466082611e-07
0.766749978,float,direct,4.76668959e-07
0.766749978,float,expanded,2.83867121e-06
0.766749978,float,horner,3.81469727e-06
0.76674999999999993,double,direct,4.7666857801504439e-07
0.76674999999999993,double,expanded,4.7666857438954935e-07
0.76674999999999993,double,horner,4.766685764989731e-07
0.766749999999999999999999999999999979,quad,direct,4.7666857801504310143513421196842247e-07
0.766749999999999999999999999999999979,quad,expanded,4.76668578015043101435134206537433776e-07
0.766749999999999999999999999999999979,quad,horner,4.76668578015043101435134209510588128e-07
0.76699996,float,direct,4.71584912e-07
0.76699996,float,expanded,-5.96046448e-07
0.76699996,float,horner,-1.07288361e-06
0.76700000000000002,double,direct,4.7158416116442212e-07
0.76700000000000002,double,expanded,4.7158416725812113e-07
0.76700000000000002,double,horner,4.715841663838205e-07
0.766999999999999999999999999999999975,quad,direct,4.71584161164422542970449000000000416e-07
0.766999999999999999999999999999999975,quad,expanded,4.71584161164422542970448999653444386e-07
0.766999999999999999999999999999999975,quad,horner,4.71584161164422542970449000363631053e-07
0.767250001,float,direct,4.66548585e-07
0.767250001,float,expanded,-1.2293458e-06
0.767250001,float,horner,2.14576721e-06
0.76724999999999999,double,direct,4.6654860642505752e-07
0.76724999999999999,double,expanded,4.6654861594885855e-07
0.76724999999999999,double,horner,4.6654860630379602e-07
0.76724999999999999999999999999999997,quad,direct,4.66548606425057281793343992043495826e-07
0.76724999999999999999999999999999997,quad,expanded,4.66548606425057281793343997501576221e-07
0.76724999999999999999999999999999997,quad,horner,4.66548606425057281793343994913607858e-07
0.767499983,float,direct,4.61561825e-07
0.767499983,float,expanded,4.55230474e-06
0.767499983,float,horner,1.31130219e-06
0.76749999999999996,double,direct,4.6156149595193309e-07
0.76749999999999996,double,expanded,4.615614823400005e-07
0.76749999999999996,double,horner,4.6156149324794171e-07
0.767499999999999999999999999999999965,quad,direct,4.61561495951932127466201782226563229e-07
0.767499999999999999999999999999999965,quad,expanded,4.61561495951932127466201780712673855e-07
0.767499999999999999999999999999999965,quad,horner,4.61561495951932127466201785190460976e-07
