layout,convolution_algorithm,modulus_count,value_count,slot_count,convolution_ntt_size,input_bits,verification_enabled,validated_scalar_slots,validated_convolution_coefficients,measured_iterations,cold_kernel_ms,cold_download_reconstruct_ms,cold_end_to_end_ms,avg_encode_ms,avg_pointwise_ms,avg_convolution_ms,avg_kernel_ms,avg_download_reconstruct_ms,avg_end_to_end_ms,avg_scalar_slots_per_second_e2e,avg_convolution_coefficients_per_second_kernel,avg_pipeline_residue_values_per_second_kernel,avg_download_over_kernel_ratio,status
"RNS(native-gpu) layout: residues[modulus][value][slot], modulus_count=3, value_count=256, slot_count=32, metadata={sign, logical_slots, scale_bits, level}",ntt_shared,3,256,32,64,28,0,8192,16128,10,1.223680,0.000000,1.255792,0.075549,0.020448,0.419021,0.515018,0.000000,0.526167,15569189.577309,38489736.180391,332540092.565049,0.000000,ok
