layout,convolution_algorithm,modulus_count,value_count,slot_count,convolution_ntt_size,input_bits,verification_enabled,validated_scalar_slots,validated_convolution_coefficients,measured_iterations,cold_kernel_ms,cold_download_reconstruct_ms,cold_end_to_end_ms,avg_encode_ms,avg_pointwise_ms,avg_convolution_ms,avg_kernel_ms,avg_download_reconstruct_ms,avg_end_to_end_ms,avg_scalar_slots_per_second_e2e,avg_convolution_coefficients_per_second_kernel,avg_pipeline_residue_values_per_second_kernel,avg_download_over_kernel_ratio,status
"RNS(native-gpu) layout: residues[modulus][value][slot], modulus_count=3, value_count=2, slot_count=3000, metadata={sign, logical_slots, scale_bits, level}",ntt_global,3,2,3000,8192,24,1,6000,11998,1,1.862432,7.431974,19.429993,0.046656,0.027648,0.132096,0.206400,8.450853,19.555982,306811.491236,90827887.864063,610436025.780741,40.944054,ok
