layout,convolution_algorithm,modulus_count,value_count,slot_count,convolution_ntt_size,input_bits,verification_enabled,validated_scalar_slots,validated_convolution_coefficients,measured_iterations,cold_kernel_ms,cold_download_reconstruct_ms,cold_end_to_end_ms,avg_encode_ms,avg_pointwise_ms,avg_convolution_ms,avg_kernel_ms,avg_download_reconstruct_ms,avg_end_to_end_ms,avg_scalar_slots_per_second_e2e,avg_convolution_coefficients_per_second_kernel,avg_pipeline_residue_values_per_second_kernel,avg_download_over_kernel_ratio,status
"RNS(native-gpu) layout: residues[modulus][value][slot], modulus_count=3, value_count=256, slot_count=4, metadata={sign, logical_slots, scale_bits, level}",ntt_shared,3,256,4,8,30,1,1024,1792,5,337.311676,1.626943,338.978849,0.046784,0.022490,0.165069,0.234342,1.486925,1.739813,588568.933722,10856079.453313,88485909.212326,6.345094,ok
