compute_grid,render_grid,factor,tile_rows,threads,max_iter,tol,elapsed_seconds,throughput_gpoints_per_s,peak_rss_gib,convergence_fraction,mean_iterations,root0_fraction,root1_fraction,root2_fraction
128,32,4,8,2,55,5e-07,0.000715219,0.022907669,0.029529572,1.000000000000,6.825805664062,0.341186523438,0.329406738281,0.329406738281
