compute_grid,render_grid,factor,tile_rows,threads,max_iter,tol,elapsed_seconds,throughput_gpoints_per_s,peak_rss_gib,convergence_fraction,mean_iterations,root0_fraction,root1_fraction,root2_fraction
64,32,2,8,2,55,5e-07,0.000300115,0.013648101,0.026592255,1.000000000000,6.817871093750,0.342285156250,0.328857421875,0.328857421875
