run_prefix,compute_grid,render_grid,factor,tile_rows,threads,max_iter,tol,warmup_runs,timed_repeats,sample_count,timing_scope,elapsed_seconds,elapsed_seconds_mean,elapsed_seconds_std,elapsed_seconds_median,elapsed_seconds_iqr,elapsed_seconds_best,throughput_gpoints_per_s,throughput_gpoints_per_s_mean,throughput_gpoints_per_s_std,throughput_gpoints_per_s_median,throughput_gpoints_per_s_iqr,throughput_gpoints_per_s_best,peak_rss_gib,convergence_fraction,mean_iterations,root0_fraction,root1_fraction,root2_fraction,source_command,source_csv
problem1_cpu_ultra_bench_review_smoke_64,64,32,2,8,2,55,5e-07,1,3,3,smoke_warm_then_timed_process,0.000342001,0.000342001,1.3918191261798362e-05,0.000343745,1.383599999999998e-05,0.000327293,0.011989918666666669,0.011989918666666669,0.0004920109146201261,0.01191581,0.0004878069999999998,0.01251478,0.026828766,1.0,6.81787109375,0.34228515625,0.328857421875,0.328857421875,./problem1_cpu_ultra --compute-grid 64 --render-grid 32 --tile-rows 8 --threads 2 --max-iter 55 --tol 5e-07 --output-prefix problem1_cpu_ultra_bench_review_smoke_64_r01 | ./problem1_cpu_ultra --compute-grid 64 --render-grid 32 --tile-rows 8 --threads 2 --max-iter 55 --tol 5e-07 --output-prefix problem1_cpu_ultra_bench_review_smoke_64_r02 | ./problem1_cpu_ultra --compute-grid 64 --render-grid 32 --tile-rows 8 --threads 2 --max-iter 55 --tol 5e-07 --output-prefix problem1_cpu_ultra_bench_review_smoke_64_r03,result/analysis/problem1_cpu_ultra_bench_review_smoke_64_r01.csv | result/analysis/problem1_cpu_ultra_bench_review_smoke_64_r02.csv | result/analysis/problem1_cpu_ultra_bench_review_smoke_64_r03.csv
problem1_cpu_ultra_bench_review_smoke_128,128,32,4,8,2,55,5e-07,1,3,3,smoke_warm_then_timed_process,0.0007856730000000001,0.0007856730000000001,9.084492727720138e-05,0.000795627,9.043500000000004e-05,0.000690261,0.021045415666666668,0.021045415666666668,0.00249512158933354,0.020592564,0.0024641075,0.023735949,0.029529572,1.0,6.825805664062,0.341186523438,0.329406738281,0.329406738281,./problem1_cpu_ultra --compute-grid 128 --render-grid 32 --tile-rows 8 --threads 2 --max-iter 55 --tol 5e-07 --output-prefix problem1_cpu_ultra_bench_review_smoke_128_r01 | ./problem1_cpu_ultra --compute-grid 128 --render-grid 32 --tile-rows 8 --threads 2 --max-iter 55 --tol 5e-07 --output-prefix problem1_cpu_ultra_bench_review_smoke_128_r02 | ./problem1_cpu_ultra --compute-grid 128 --render-grid 32 --tile-rows 8 --threads 2 --max-iter 55 --tol 5e-07 --output-prefix problem1_cpu_ultra_bench_review_smoke_128_r03,result/analysis/problem1_cpu_ultra_bench_review_smoke_128_r01.csv | result/analysis/problem1_cpu_ultra_bench_review_smoke_128_r02.csv | result/analysis/problem1_cpu_ultra_bench_review_smoke_128_r03.csv
