run_prefix,sample_role,run_index,compute_grid,render_grid,factor,tile_rows,threads,max_iter,tol,warmup_runs,timed_repeats,timing_scope,elapsed_seconds,throughput_gpoints_per_s,peak_rss_gib,convergence_fraction,mean_iterations,root0_fraction,root1_fraction,root2_fraction,source_command,source_csv
problem1_cpu_ultra_bench_review_smoke_64_warmup01,warmup,1,64,32,2,8,2,55,5e-07,1,3,smoke_warm_then_timed_process,0.000331298,0.012363491,0.026828766,1.000000000000,6.817871093750,0.342285156250,0.328857421875,0.328857421875,./problem1_cpu_ultra --compute-grid 64 --render-grid 32 --tile-rows 8 --threads 2 --max-iter 55 --tol 5e-07 --output-prefix problem1_cpu_ultra_bench_review_smoke_64_warmup01,result/analysis/problem1_cpu_ultra_bench_review_smoke_64_warmup01.csv
problem1_cpu_ultra_bench_review_smoke_64_r01,timed,1,64,32,2,8,2,55,5e-07,1,3,smoke_warm_then_timed_process,0.000327293,0.012514780,0.026828766,1.000000000000,6.817871093750,0.342285156250,0.328857421875,0.328857421875,./problem1_cpu_ultra --compute-grid 64 --render-grid 32 --tile-rows 8 --threads 2 --max-iter 55 --tol 5e-07 --output-prefix problem1_cpu_ultra_bench_review_smoke_64_r01,result/analysis/problem1_cpu_ultra_bench_review_smoke_64_r01.csv
problem1_cpu_ultra_bench_review_smoke_64_r02,timed,2,64,32,2,8,2,55,5e-07,1,3,smoke_warm_then_timed_process,0.000343745,0.011915810,0.026828766,1.000000000000,6.817871093750,0.342285156250,0.328857421875,0.328857421875,./problem1_cpu_ultra --compute-grid 64 --render-grid 32 --tile-rows 8 --threads 2 --max-iter 55 --tol 5e-07 --output-prefix problem1_cpu_ultra_bench_review_smoke_64_r02,result/analysis/problem1_cpu_ultra_bench_review_smoke_64_r02.csv
problem1_cpu_ultra_bench_review_smoke_64_r03,timed,3,64,32,2,8,2,55,5e-07,1,3,smoke_warm_then_timed_process,0.000354965,0.011539166,0.026828766,1.000000000000,6.817871093750,0.342285156250,0.328857421875,0.328857421875,./problem1_cpu_ultra --compute-grid 64 --render-grid 32 --tile-rows 8 --threads 2 --max-iter 55 --tol 5e-07 --output-prefix problem1_cpu_ultra_bench_review_smoke_64_r03,result/analysis/problem1_cpu_ultra_bench_review_smoke_64_r03.csv
problem1_cpu_ultra_bench_review_smoke_128_warmup01,warmup,1,128,32,4,8,2,55,5e-07,1,3,smoke_warm_then_timed_process,0.000715219,0.022907669,0.029529572,1.000000000000,6.825805664062,0.341186523438,0.329406738281,0.329406738281,./problem1_cpu_ultra --compute-grid 128 --render-grid 32 --tile-rows 8 --threads 2 --max-iter 55 --tol 5e-07 --output-prefix problem1_cpu_ultra_bench_review_smoke_128_warmup01,result/analysis/problem1_cpu_ultra_bench_review_smoke_128_warmup01.csv
problem1_cpu_ultra_bench_review_smoke_128_r01,timed,1,128,32,4,8,2,55,5e-07,1,3,smoke_warm_then_timed_process,0.000871131,0.018807734,0.029529572,1.000000000000,6.825805664062,0.341186523438,0.329406738281,0.329406738281,./problem1_cpu_ultra --compute-grid 128 --render-grid 32 --tile-rows 8 --threads 2 --max-iter 55 --tol 5e-07 --output-prefix problem1_cpu_ultra_bench_review_smoke_128_r01,result/analysis/problem1_cpu_ultra_bench_review_smoke_128_r01.csv
problem1_cpu_ultra_bench_review_smoke_128_r02,timed,2,128,32,4,8,2,55,5e-07,1,3,smoke_warm_then_timed_process,0.000690261,0.023735949,0.029529572,1.000000000000,6.825805664062,0.341186523438,0.329406738281,0.329406738281,./problem1_cpu_ultra --compute-grid 128 --render-grid 32 --tile-rows 8 --threads 2 --max-iter 55 --tol 5e-07 --output-prefix problem1_cpu_ultra_bench_review_smoke_128_r02,result/analysis/problem1_cpu_ultra_bench_review_smoke_128_r02.csv
problem1_cpu_ultra_bench_review_smoke_128_r03,timed,3,128,32,4,8,2,55,5e-07,1,3,smoke_warm_then_timed_process,0.000795627,0.020592564,0.029529572,1.000000000000,6.825805664062,0.341186523438,0.329406738281,0.329406738281,./problem1_cpu_ultra --compute-grid 128 --render-grid 32 --tile-rows 8 --threads 2 --max-iter 55 --tol 5e-07 --output-prefix problem1_cpu_ultra_bench_review_smoke_128_r03,result/analysis/problem1_cpu_ultra_bench_review_smoke_128_r03.csv
