run_prefix,compute_grid,render_grid,factor,tile_rows,threads,max_iter,tol,warmup_runs,timed_repeats,sample_count,timing_scope,elapsed_seconds,elapsed_seconds_mean,elapsed_seconds_std,elapsed_seconds_median,elapsed_seconds_iqr,elapsed_seconds_best,throughput_gpoints_per_s,throughput_gpoints_per_s_mean,throughput_gpoints_per_s_std,throughput_gpoints_per_s_median,throughput_gpoints_per_s_iqr,throughput_gpoints_per_s_best,peak_rss_gib,convergence_fraction,mean_iterations,root0_fraction,root1_fraction,root2_fraction,source_command,source_csv
problem1_cpu_ultra_bench_20000,20000,5000,4,64,88,55,5e-07,1,3,3,process_full_run,13.396326666333332,13.396326666333332,0.016355076364777347,13.388319359,0.014812184000000173,13.385518136,0.029858961333333333,0.029858961333333333,3.642891765250922e-05,0.02987679,3.299500000000094e-05,0.029883042,0.118236542,0.99999964,6.814500918220001,0.34187883999999996,0.3290604,0.3290604,./problem1_cpu_ultra --compute-grid 20000 --render-grid 5000 --tile-rows 64 --threads 88 --max-iter 55 --tol 5e-07 --output-prefix problem1_cpu_ultra_bench_20000_r01 | ./problem1_cpu_ultra --compute-grid 20000 --render-grid 5000 --tile-rows 64 --threads 88 --max-iter 55 --tol 5e-07 --output-prefix problem1_cpu_ultra_bench_20000_r02 | ./problem1_cpu_ultra --compute-grid 20000 --render-grid 5000 --tile-rows 64 --threads 88 --max-iter 55 --tol 5e-07 --output-prefix problem1_cpu_ultra_bench_20000_r03,result/analysis/problem1_cpu_ultra_bench_20000_r01.csv | result/analysis/problem1_cpu_ultra_bench_20000_r02.csv | result/analysis/problem1_cpu_ultra_bench_20000_r03.csv
problem1_cpu_ultra_bench_40000,40000,5000,8,64,88,55,5e-07,1,3,3,process_full_run,13.972528859333332,13.972528859333332,0.05779559896112612,13.995431203,0.05428575550000048,13.906791932,0.11451171833333333,0.11451171833333333,0.0004746478099773873,0.114323023,0.0004456300000000024,0.115051696,0.118236542,0.99999960125,6.814477071023,0.34187797125,0.329060815,0.329060815,./problem1_cpu_ultra --compute-grid 40000 --render-grid 5000 --tile-rows 64 --threads 88 --max-iter 55 --tol 5e-07 --output-prefix problem1_cpu_ultra_bench_40000_r01 | ./problem1_cpu_ultra --compute-grid 40000 --render-grid 5000 --tile-rows 64 --threads 88 --max-iter 55 --tol 5e-07 --output-prefix problem1_cpu_ultra_bench_40000_r02 | ./problem1_cpu_ultra --compute-grid 40000 --render-grid 5000 --tile-rows 64 --threads 88 --max-iter 55 --tol 5e-07 --output-prefix problem1_cpu_ultra_bench_40000_r03,result/analysis/problem1_cpu_ultra_bench_40000_r01.csv | result/analysis/problem1_cpu_ultra_bench_40000_r02.csv | result/analysis/problem1_cpu_ultra_bench_40000_r03.csv
problem1_cpu_ultra_bench_80000,80000,5000,16,64,88,55,5e-07,1,3,3,process_full_run,16.481128780000002,16.481128780000002,0.178362878201208,16.578715051,0.1570700675000012,16.275265577,0.3883534296666667,0.3883534296666667,0.004229177857035245,0.386037155,0.003723183999999935,0.393234751,0.118230184,0.999999605938,6.814477910643,0.34187754875000004,0.329061028594,0.329061028594,./problem1_cpu_ultra --compute-grid 80000 --render-grid 5000 --tile-rows 64 --threads 88 --max-iter 55 --tol 5e-07 --output-prefix problem1_cpu_ultra_bench_80000_r01 | ./problem1_cpu_ultra --compute-grid 80000 --render-grid 5000 --tile-rows 64 --threads 88 --max-iter 55 --tol 5e-07 --output-prefix problem1_cpu_ultra_bench_80000_r02 | ./problem1_cpu_ultra --compute-grid 80000 --render-grid 5000 --tile-rows 64 --threads 88 --max-iter 55 --tol 5e-07 --output-prefix problem1_cpu_ultra_bench_80000_r03,result/analysis/problem1_cpu_ultra_bench_80000_r01.csv | result/analysis/problem1_cpu_ultra_bench_80000_r02.csv | result/analysis/problem1_cpu_ultra_bench_80000_r03.csv
