compute_grid,render_grid,factor,tile_rows,threads,max_iter,tol,elapsed_seconds,throughput_gpoints_per_s,peak_rss_gib,convergence_fraction,mean_iterations,root0_fraction,root1_fraction,root2_fraction
128,32,4,8,2,55,5e-07,0.000686793,0.023855805,0.011661530,1.000000000000,6.825805664062,0.341186523438,0.329406738281,0.329406738281
