accepted,compute_grid,render_grid,tile_rows,threads,reference_workers,max_iter,tol,warmup_runs,timed_repeats,timing_scope,root_diff_fraction,root_diff_pixels,render_pixels,iter_mean_abs_diff,iter_max_abs_diff,max_root_fraction_abs_diff,convergence_abs_diff,mean_iterations_abs_diff,cpu_convergence_fraction,reference_convergence_fraction,cpu_mean_iterations,reference_mean_iterations,field_sanity_ok,source_command,source_csv
True,128,32,8,2,2,55,5e-07,0,1,small_grid_correctness_full_run,0.0029296875,3,1024,0.0,0.0,4.999889391399392e-13,0.0,5.000444502911705e-13,1.0,1.0,6.825805664062,6.8258056640625,True,./problem1_cpu_ultra --compute-grid 128 --render-grid 32 --tile-rows 8 --threads 2 --max-iter 55 --tol 5e-07 --output-prefix problem1_correctness_gate_cpu_ultra --write-root-map result/analysis/problem1_correctness_gate_cpu_ultra_roots.bin --write-iter-map result/analysis/problem1_correctness_gate_cpu_ultra_iters.bin,result/analysis/problem1_correctness_gate_cpu_ultra.csv
