compute_grid,render_grid,factor,tile_rows,threads,max_iter,tol,elapsed_seconds,throughput_gpoints_per_s,peak_rss_gib,convergence_fraction,mean_iterations,root0_fraction,root1_fraction,root2_fraction
20000,5000,4,64,88,55,5e-07,13.406698807,0.029835831,0.118232727,0.999999640000,6.814500918220,0.341878840000,0.329060400000,0.329060400000
