compute_grid,render_grid,factor,tile_rows,threads,max_iter,tol,elapsed_seconds,throughput_gpoints_per_s,peak_rss_gib,convergence_fraction,mean_iterations,root0_fraction,root1_fraction,root2_fraction
20000,5000,4,64,88,55,5e-07,1.949303395,0.205201510,0.118228912,0.999999640000,6.814500918220,0.341878840000,0.329060400000,0.329060400000
