method,paths,mean_coeff,rms_coeff,final_mean,final_rms,final_rms_abs_error,final_mean_abs_error
pseudo_random,128,0.9179492518562808,1.0049498060037971,29.186067500847287,32.11692027949613,0.49414367781233537,0.05144268505851457
scrambled_sobol_quasi_random,128,0.912265532849891,0.9997765921028798,27.78039082304234,30.235175779062462,1.38760082262133,1.3542339927464333
pseudo_random,512,0.907982164638734,0.984163120704891,28.680865278093066,31.09454896198008,0.5282276397037116,0.4537595376957064
scrambled_sobol_quasi_random,512,0.9155146579335234,0.9934913605804087,28.6352385601662,31.11373295587985,0.509043645803942,0.49938625562257144
pseudo_random,2048,0.9212272686165921,0.9999690488705979,28.843361402385028,31.26924058737627,0.35353601430752235,0.29126341340374395
scrambled_sobol_quasi_random,2048,0.9254579156005919,1.0073819422013182,29.3567343531833,32.01493153507155,0.3921549333877543,0.22210953739452677
pseudo_random,8192,0.9188385103666256,0.9956511353224424,28.918488022073912,31.359215365584355,0.26356123609943793,0.21613679371485972
scrambled_sobol_quasi_random,8192,0.9219619949504879,1.0011190594823818,29.158661129622697,31.676331130618326,0.05355452893453361,0.024036313833924794
