digits,workers,chunk_terms,bs_leaf_terms,terms,total_seconds,digits_per_second,partial_generation_seconds,chunk_conversion_seconds,merge_tree_seconds,sqrt_compute_seconds,sqrt_scale_seconds,sqrt_conversion_seconds,final_division_seconds,final_chunk_to_mpz_seconds,newton_reciprocal_seconds,newton_qd_multiply_seconds,newton_correction_seconds,newton_reciprocal_iterations,newton_correction_digits,newton_cpu_correction_used,newton_chunk_fastpath_used,gpu_calls,merge_gpu_calls,final_gpu_calls,gpu_prepare_seconds,gpu_backend_total_seconds,gpu_kernel_seconds,gpu_finalize_seconds,gpu_peak_gb,prefix_ok,extension_loaded,device
100000,1,256,8,7147,0.7429702110021026,134594.89831378582,0.024509183000191115,0.001037856000039028,0.0036447380007302854,0.5646897080005147,0.4241866329975892,0.0,0.1481422949982516,0.0005102719987917226,0.13378067899975576,0.002603042001283029,0.0015384819998871535,13,0,False,True,79,76,3,0.0,0.3178805339957762,0.06729690800057142,0.0,0.027199268341064453,True,True,NVIDIA GeForce RTX 3090
