digits,workers,chunk_terms,bs_leaf_terms,terms,total_seconds,digits_per_second,partial_generation_seconds,chunk_conversion_seconds,merge_tree_seconds,sqrt_compute_seconds,sqrt_conversion_seconds,final_division_seconds,final_chunk_to_mpz_seconds,newton_reciprocal_seconds,newton_qd_multiply_seconds,newton_correction_seconds,newton_reciprocal_iterations,newton_correction_digits,newton_cpu_correction_used,newton_chunk_fastpath_used,gpu_calls,merge_gpu_calls,final_gpu_calls,gpu_prepare_seconds,gpu_backend_total_seconds,gpu_kernel_seconds,gpu_finalize_seconds,gpu_peak_gb,prefix_ok,extension_loaded,device
100000,1,256,8,7147,0.7453082959982567,134172.66456971507,0.021683228998881532,0.0005328480001480784,0.0036443190037971362,0.5914475819990912,0.0,0.12746018700272543,0.00042433900307514705,0.11726492600064375,0.00228016400069464,0.0012893000020994805,13,0,False,True,56,53,3,0.0,0.2955546490229608,0.13741585797106382,0.0,0.027199268341064453,True,True,NVIDIA GeForce RTX 3090
