digits,terms,seconds,digits_per_second,workers_used,chunk_terms,gpu_threshold_digits,gpu_stages,gpu_chunk_format,sqrt_mode,division_mode,gpu_calls,cpu_calls,merge_gpu_calls,final_gpu_calls,gpu_prepare_seconds,gpu_backend_total_seconds,gpu_kernel_seconds,gpu_finalize_seconds,gpu_peak_gb,gpu_max_operand_digits,partial_generation_seconds,sqrt_compute_seconds,chunk_conversion_seconds,merge_tree_seconds,sqrt_conversion_seconds,final_chunk_to_mpz_seconds,final_division_seconds,division_fallback_used,prefix_matches_reference
100000,7147,0.5123879960010527,195164.6033483473,24,8192,50000,merge-and-final,binary16,mpz-isqrt,newton-chunk-prototype,8,0,5,3,0.0,0.3523133199996664,0.024141185996995773,0.0,0.028964519500732422,288026,0.020016619004309177,0.00258543599920813,0.005857176998688374,0.38708220899570733,0.00022394499683286995,0.0009465030016144738,0.09061717700387817,False,True
1000000,71433,121.69814215500082,8217.052309034842,24,8192,50000,merge-and-final,binary16,mpz-isqrt,newton-chunk-prototype,42,0,39,3,0.0,30.5313892569975,0.06189182899106527,0.0,0.25967979431152344,3092898,0.2911224769995897,0.048587019999104086,0.01747751400398556,0.21701050800038502,0.0016045739976107143,0.0037413099998957478,121.11765011699754,False,True
