digits,terms,seconds,digits_per_second,workers_used,chunk_terms,gpu_threshold_digits,gpu_stages,gpu_chunk_format,sqrt_mode,division_mode,gpu_calls,cpu_calls,merge_gpu_calls,final_gpu_calls,gpu_prepare_seconds,gpu_backend_total_seconds,gpu_kernel_seconds,gpu_finalize_seconds,gpu_peak_gb,gpu_max_operand_digits,partial_generation_seconds,sqrt_compute_seconds,chunk_conversion_seconds,merge_tree_seconds,sqrt_conversion_seconds,final_chunk_to_mpz_seconds,final_division_seconds,division_fallback_used,newton_reciprocal_seconds,newton_qd_multiply_seconds,newton_correction_seconds,newton_reciprocal_iterations,newton_correction_digits,newton_cpu_correction_used,newton_chunk_fastpath_used,prefix_matches_reference
20000000,1428575,8.643527669002651,2313870.0731790145,88,262144,50000,merge-and-final,binary16,mpz-isqrt,newton-chunk-prototype,23,0,21,2,0.0,1.6711638569977367,0.8232240089782863,0.0,7.158797264099121,67429877,3.0570295009965776,1.8264017699984834,0.1999255149930832,1.9407060840021586,0.018991763005033135,0.032015662000048906,1.555858605002868,False,1.218059501996322,0.08178149800369283,0.02791577100288123,0,0,False,True,True
