layout,convolution_algorithm,modulus_count,value_count,slot_count,convolution_ntt_size,input_bits,verification_enabled,verification_mode,verification_sample_count,checked_scalar_slots,checked_convolution_coefficients,validated_scalar_slots,validated_convolution_coefficients,measured_iterations,cold_kernel_ms,cold_download_reconstruct_ms,cold_end_to_end_ms,avg_encode_ms,avg_pointwise_ms,avg_convolution_ms,avg_kernel_ms,avg_download_reconstruct_ms,avg_end_to_end_ms,avg_scalar_slots_per_second_e2e,avg_convolution_coefficients_per_second_kernel,avg_pipeline_residue_values_per_second_kernel,avg_download_over_kernel_ratio,status
"RNS(native-gpu) layout: residues[modulus][value][slot], modulus_count=3, value_count=2, slot_count=3000, metadata={sign, logical_slots, scale_bits, level}",ntt_global,3,2,3000,8192,24,1,full,0,6000,11998,6000,11998,1,2.355200,9.371321,22.853694,0.129888,0.016384,0.107520,0.253792,8.457942,19.076323,314526.022651,111588542.552503,496445932.137335,33.326277,ok
