digits,terms,seconds,digits_per_second,workers_used,chunk_terms,gpu_threshold_digits,gpu_stages,gpu_chunk_format,sqrt_mode,division_mode,gpu_calls,cpu_calls,merge_gpu_calls,final_gpu_calls,gpu_prepare_seconds,gpu_backend_total_seconds,gpu_kernel_seconds,gpu_finalize_seconds,gpu_peak_gb,gpu_max_operand_digits,partial_generation_seconds,sqrt_compute_seconds,chunk_conversion_seconds,merge_tree_seconds,sqrt_conversion_seconds,final_chunk_to_mpz_seconds,final_division_seconds,division_fallback_used,prefix_matches_reference
1000000,71433,0.990041397002642,1010058.7743376264,24,8192,50000,merge-and-final,binary16,mpz-isqrt,mpz-div,33,0,32,1,0.0,0.4884421660026419,0.06311931797972647,0.0,0.2246417999267578,2092809,0.1858489600053872,0.055485311000666115,0.02283756199904019,0.6554133930039825,0.0030765199990128167,0.019709333006176166,0.046051731005718466,False,True
