node_count,polynomial_degree,max_abs_error,rmse,neville_vs_barycentric_max_diff,neville_vs_barycentric_rmse,neville_seconds,barycentric_seconds
5,4,0.3853043371787111,0.23169017698437672,4.440892098500626e-16,9.646334061279452e-17,0.0005767760012531653,0.00036818900116486475
7,6,0.48887731337243906,0.21277657508357334,5.551115123125783e-16,1.2052068542450956e-16,0.0010176159994443879,0.00034342599974479526
9,8,0.7318894179869276,0.2566409259087366,1.27675647831893e-15,1.8653495217354963e-16,0.0016159500009962358,0.00043714200000977144
17,16,5.9132414116431375,1.343585243430402,4.556355293061642e-13,3.521191957567642e-14,0.004545367002720013,0.0024392729974351823
19,18,10.478452427356764,2.221317594074116,3.6006753134643077e-12,3.080672996161852e-13,0.00561450300301658,0.000602489999437239
21,20,18.76836090095093,3.7394586410243025,1.957189965651196e-11,2.3673840235095084e-12,0.006346060006762855,0.0006655120014329441
