digits,terms,seconds,digits_per_second,workers_used,chunk_terms,gpu_threshold_digits,gpu_stages,gpu_chunk_format,sqrt_mode,division_mode,gpu_calls,cpu_calls,merge_gpu_calls,final_gpu_calls,gpu_prepare_seconds,gpu_backend_total_seconds,gpu_kernel_seconds,gpu_finalize_seconds,gpu_peak_gb,gpu_max_operand_digits,partial_generation_seconds,sqrt_compute_seconds,chunk_conversion_seconds,merge_tree_seconds,sqrt_conversion_seconds,final_chunk_to_mpz_seconds,final_division_seconds,division_fallback_used,newton_reciprocal_seconds,newton_qd_multiply_seconds,newton_correction_seconds,newton_reciprocal_iterations,newton_correction_digits,newton_cpu_correction_used,newton_chunk_fastpath_used,prefix_matches_reference
20000000,1428575,6.10339717700117,3276863.5925192656,32,262144,50000,merge-and-final,binary16,mpz-isqrt,newton-chunk-gpu-seed-prototype,42,1,40,2,0.0,1.3185922680058866,0.6742861290258588,0.0,7.220673084259033,67429877,2.5837702589997207,1.475092772001517,0.14490800299972761,1.301530160002585,0.015535833001194987,0.03170906499872217,0.542378156002087,False,0.313800607000303,0.07551351800066186,0.019222448994696606,10,0,False,True,True
