digits,terms,seconds,digits_per_second,workers_used,chunk_terms,bs_leaf_terms,gpu_threshold_digits,gpu_memory_budget_gb,gpu_stages,gpu_chunk_format,stream_partials,sqrt_mode,division_mode,resolved_division_mode,chunk_arith_backend,gpu_calls,cpu_calls,merge_gpu_calls,final_gpu_calls,gpu_prepare_seconds,gpu_backend_total_seconds,gpu_kernel_seconds,gpu_finalize_seconds,gpu_peak_gb,gpu_max_operand_digits,budget_cpu_calls,oom_cpu_calls,budget_max_operand_digits,budget_max_estimated_peak_gb,partial_generation_seconds,partial_stream_seconds,streaming_partials_used,sqrt_compute_seconds,chunk_conversion_seconds,merge_tree_seconds,merge_frontier_max_nodes,sqrt_conversion_seconds,final_chunk_to_mpz_seconds,final_division_seconds,division_fallback_used,newton_reciprocal_seconds,newton_qd_multiply_seconds,newton_correction_seconds,newton_reciprocal_iterations,newton_correction_digits,newton_cpu_correction_used,newton_chunk_fastpath_used,prefix_matches_reference
100000000,7142861,43.54051428599632,2296711.502835014,32,262144,8,50000,10.0,merge-and-final,binary16,True,chunk-gpu-rsqrt-prototype,auto,mpz-div,auto,148,48,148,0,0.0,6.380531881950446,3.8278647690385696,0.0,8.650786399841309,221033620,5,0,252126638,10.950061559677124,2.7462943679420277,11.995742193998012,True,13.196533531998284,0.8193947350227972,14.939905906030617,4,0.0,1.310587250001845,10.417319931999373,False,0.0,0.0,0.0,0,0,False,False,True
140000000,10000004,96.48443158800364,1451011.294732101,32,524288,8,50000,10.0,merge-and-final,binary16,True,chunk-gpu-rsqrt-prototype,auto,mpz-div,auto,110,54,110,0,0.0,6.224398030055454,3.9180103880207753,0.0,8.386934757232666,178891396,10,0,357361089,13.232375472784042,6.105271905951668,30.6583455269938,True,37.61536054899625,1.1928240270135575,33.21614596202562,4,0.0,1.9662407810028526,16.259240785999282,False,0.0,0.0,0.0,0,0,False,False,True
