digits,terms,seconds,digits_per_second,workers_used,chunk_terms,bs_leaf_terms,gpu_threshold_digits,gpu_memory_budget_gb,gpu_stages,gpu_chunk_format,sqrt_mode,division_mode,chunk_arith_backend,gpu_calls,cpu_calls,merge_gpu_calls,final_gpu_calls,gpu_prepare_seconds,gpu_backend_total_seconds,gpu_kernel_seconds,gpu_finalize_seconds,gpu_peak_gb,gpu_max_operand_digits,budget_cpu_calls,oom_cpu_calls,budget_max_operand_digits,budget_max_estimated_peak_gb,partial_generation_seconds,sqrt_compute_seconds,chunk_conversion_seconds,merge_tree_seconds,merge_frontier_max_nodes,sqrt_conversion_seconds,final_chunk_to_mpz_seconds,final_division_seconds,division_fallback_used,newton_reciprocal_seconds,newton_qd_multiply_seconds,newton_correction_seconds,newton_reciprocal_iterations,newton_correction_digits,newton_cpu_correction_used,newton_chunk_fastpath_used,prefix_matches_reference
100000,7147,0.7604371449997416,131503.3078769896,32,8192,8,50000,12.0,merge-and-final,binary16,chunk-gpu-rsqrt-prototype,newton-chunk-gpu-seed-prototype,auto,15,64,12,3,0.0,0.18047696400026325,0.03318364499864401,0.0,0.027199268341064453,287992,0,0,0,0.0,0.02645728700008476,0.596550638001645,0.0007925210011308081,0.004695502000686247,1,0.0,0.0004313059980631806,0.13138292799703777,False,0.11752533099934226,0.003504239000903908,0.001523930004623253,13,0,False,True,True
1000000,71433,0.7419206889971974,1347852.9643803712,32,8192,8,50000,12.0,merge-and-final,binary16,chunk-gpu-rsqrt-prototype,newton-chunk-gpu-seed-prototype,auto,69,63,66,3,0.0,0.31003483597305603,0.08271494598739082,0.0,0.23654937744140625,3092865,0,0,0,0.0,0.19530139400012558,0.2278693789994577,0.0053307019916246645,0.17175736898934701,5,0.0,0.0015854329976718873,0.13947189699683804,False,0.1158327380035189,0.005704180002794601,0.0031931769990478642,17,0,False,True,True
