digits,terms,seconds,digits_per_second,workers_used,chunk_terms,gpu_threshold_digits,gpu_stages,gpu_chunk_format,sqrt_mode,division_mode,gpu_calls,cpu_calls,merge_gpu_calls,final_gpu_calls,gpu_prepare_seconds,gpu_backend_total_seconds,gpu_kernel_seconds,gpu_finalize_seconds,gpu_peak_gb,gpu_max_operand_digits,partial_generation_seconds,sqrt_compute_seconds,chunk_conversion_seconds,merge_tree_seconds,sqrt_conversion_seconds,final_chunk_to_mpz_seconds,final_division_seconds,division_fallback_used,newton_reciprocal_seconds,newton_qd_multiply_seconds,newton_correction_seconds,newton_reciprocal_iterations,newton_correction_digits,newton_cpu_correction_used,prefix_matches_reference
650000,46433,156.56024606400024,4151.756377121984,24,8192,50000,merge-and-final,binary16,mpz-isqrt,newton-chunk-prototype,29,0,27,2,0.0,41.49048231803317,0.061189429034129716,0.0,0.2361431121826172,1984395,0.1813900150009431,0.04508754499693168,0.01563478700700216,0.509759121996467,0.0023254870029632,0.004008007999800611,155.80141109299439,False,155.7487730100038,0.010501042001124006,0.024923511999077164,3,0,True,True
