digits,terms,seconds,digits_per_second,workers_used,chunk_terms,gpu_threshold_digits,gpu_stages,gpu_chunk_format,sqrt_mode,division_mode,gpu_calls,cpu_calls,merge_gpu_calls,final_gpu_calls,gpu_prepare_seconds,gpu_backend_total_seconds,gpu_kernel_seconds,gpu_finalize_seconds,gpu_peak_gb,gpu_max_operand_digits,partial_generation_seconds,sqrt_compute_seconds,chunk_conversion_seconds,merge_tree_seconds,sqrt_conversion_seconds,final_chunk_to_mpz_seconds,final_division_seconds,division_fallback_used,newton_reciprocal_seconds,newton_qd_multiply_seconds,newton_correction_seconds,newton_reciprocal_iterations,newton_correction_digits,newton_cpu_correction_used,prefix_matches_reference
1000000,71433,1.0075780150000355,992478.979406835,24,8192,50000,merge-and-final,binary16,mpz-isqrt,newton-chunk-prototype,35,0,33,2,0.0,0.472101379011292,0.06335324901010608,0.0,0.24102067947387695,3092865,0.1990123939976911,0.06357320299866842,0.02549060300225392,0.5973741190027795,0.0029577940003946424,0.0047082110031624325,0.11282511799799977,False,0.0490296979987761,0.011570089001907036,0.035242206999100745,0,0,True,True
