digits,workers,chunk_terms,bs_leaf_terms,terms,total_seconds,digits_per_second,partial_generation_seconds,chunk_conversion_seconds,merge_tree_seconds,sqrt_compute_seconds,sqrt_scale_seconds,sqrt_conversion_seconds,final_division_seconds,final_chunk_to_mpz_seconds,newton_reciprocal_seconds,newton_qd_multiply_seconds,newton_correction_seconds,newton_reciprocal_iterations,newton_correction_digits,newton_cpu_correction_used,newton_chunk_fastpath_used,gpu_calls,merge_gpu_calls,final_gpu_calls,gpu_prepare_seconds,gpu_backend_total_seconds,gpu_kernel_seconds,gpu_finalize_seconds,gpu_peak_gb,prefix_ok,extension_loaded,device
100000,1,256,8,7147,0.6727119870010938,148652.0263237667,0.029399144001217792,0.000917137000215007,0.003480385999864666,0.5066637519994401,0.380552897000598,0.0,0.1315712989999156,0.0004524349969869945,0.12154584699965199,0.002343579999433132,0.0011476930012577213,13,0,False,True,79,76,3,0.0,0.27943649701046525,0.05934408799294033,0.0,0.027199268341064453,True,True,NVIDIA GeForce RTX 3090
