digits,terms,seconds,digits_per_second,workers_used,chunk_terms,gpu_threshold_digits,gpu_stages,gpu_chunk_format,sqrt_mode,division_mode,gpu_calls,cpu_calls,merge_gpu_calls,final_gpu_calls,gpu_prepare_seconds,gpu_backend_total_seconds,gpu_kernel_seconds,gpu_finalize_seconds,gpu_peak_gb,gpu_max_operand_digits,partial_generation_seconds,sqrt_compute_seconds,chunk_conversion_seconds,merge_tree_seconds,sqrt_conversion_seconds,final_chunk_to_mpz_seconds,final_division_seconds,division_fallback_used,prefix_matches_reference
100000,7147,0.5433016969982418,184059.79689094107,24,8192,50000,merge-and-final,binary16,mpz-isqrt,newton-chunk-prototype,8,0,5,3,0.0,0.3869023579827626,0.028466279996791855,0.0,0.028964519500732422,288026,0.022314894005830865,0.0034478739980841056,0.0065658259991323575,0.41354562899505254,0.0003190890056430362,0.001083417002519127,0.0958971569998539,False,True
1000000,71433,132.61605109199445,7540.565352125512,24,8192,50000,merge-and-final,binary16,mpz-isqrt,newton-chunk-prototype,42,0,39,3,0.0,33.6967693550032,0.0625207150078495,0.0,0.25967979431152344,3092898,0.37444627099466743,0.05324987500353018,0.018006145000981633,0.21811100999912014,0.0022387310018530115,0.008702596998773515,131.94033384000068,False,True
