digits,terms,seconds,digits_per_second,workers_used,chunk_terms,bs_leaf_terms,gpu_threshold_digits,gpu_memory_budget_gb,gpu_stages,gpu_chunk_format,sqrt_mode,division_mode,resolved_division_mode,chunk_arith_backend,gpu_calls,cpu_calls,merge_gpu_calls,final_gpu_calls,gpu_prepare_seconds,gpu_backend_total_seconds,gpu_kernel_seconds,gpu_finalize_seconds,gpu_peak_gb,gpu_max_operand_digits,budget_cpu_calls,oom_cpu_calls,budget_max_operand_digits,budget_max_estimated_peak_gb,partial_generation_seconds,sqrt_compute_seconds,chunk_conversion_seconds,merge_tree_seconds,merge_frontier_max_nodes,sqrt_conversion_seconds,final_chunk_to_mpz_seconds,final_division_seconds,division_fallback_used,newton_reciprocal_seconds,newton_qd_multiply_seconds,newton_correction_seconds,newton_reciprocal_iterations,newton_correction_digits,newton_cpu_correction_used,newton_chunk_fastpath_used,prefix_matches_reference
100000000,7142861,36.821327813995595,2715817.324816584,32,262144,8,50000,12.0,merge-and-final,binary16,chunk-gpu-rsqrt-prototype,auto,newton-chunk-gpu-seed-prototype,auto,178,66,176,2,0.0,10.090467365916993,6.74435278402234,0.0,14.175021171569824,252126638,1,1,352126693,12.392702609300613,5.904046835996269,2.647785599998315,0.8031780159872142,6.778791820972401,14,0.0,0.16610823700466426,20.422172821003187,False,1.5697325440050918,8.051525820003008,0.31981450199964456,23,0,False,True,True
