digits,workers,chunk_terms,bs_leaf_terms,terms,total_seconds,digits_per_second,partial_generation_seconds,chunk_conversion_seconds,merge_tree_seconds,sqrt_compute_seconds,sqrt_conversion_seconds,final_division_seconds,final_chunk_to_mpz_seconds,newton_reciprocal_seconds,newton_qd_multiply_seconds,newton_correction_seconds,newton_reciprocal_iterations,newton_correction_digits,newton_cpu_correction_used,newton_chunk_fastpath_used,gpu_calls,merge_gpu_calls,final_gpu_calls,gpu_prepare_seconds,gpu_backend_total_seconds,gpu_kernel_seconds,gpu_finalize_seconds,gpu_peak_gb,prefix_ok,extension_loaded,device
1000000,1,1024,8,71433,1.178810984998563,848312.4205032913,0.37252037999860477,0.007924467001430457,0.01060016300107236,0.5667621440006769,0.0,0.21695775700209197,0.0030727179982932284,0.1928790050005773,0.006399482001143042,0.001653228002396645,17,0,False,True,72,69,3,0.0,0.31727463500283193,0.08298744301646366,0.0,0.2303476333618164,True,True,NVIDIA GeForce RTX 3090
