digits,terms,seconds,digits_per_second,workers_used,chunk_terms,bs_leaf_terms,gpu_threshold_digits,gpu_memory_budget_gb,gpu_stages,gpu_chunk_format,stream_partials,sqrt_mode,division_mode,resolved_division_mode,chunk_arith_backend,gpu_calls,cpu_calls,merge_gpu_calls,final_gpu_calls,gpu_prepare_seconds,gpu_backend_total_seconds,gpu_kernel_seconds,gpu_finalize_seconds,gpu_peak_gb,gpu_max_operand_digits,budget_cpu_calls,oom_cpu_calls,budget_max_operand_digits,budget_max_estimated_peak_gb,partial_generation_seconds,partial_stream_seconds,streaming_partials_used,sqrt_compute_seconds,chunk_conversion_seconds,merge_tree_seconds,merge_frontier_max_nodes,sqrt_conversion_seconds,final_chunk_to_mpz_seconds,final_division_seconds,division_fallback_used,newton_reciprocal_seconds,newton_qd_multiply_seconds,newton_correction_seconds,newton_reciprocal_iterations,newton_correction_digits,newton_cpu_correction_used,newton_chunk_fastpath_used,prefix_matches_reference
160000000,11428575,112.66297811600089,1420164.8374256503,32,524288,8,50000,10.0,merge-and-final,binary16,True,chunk-gpu-rsqrt-prototype,auto,mpz-div,auto,119,52,118,1,0.0,8.038826298972708,4.840307705002488,0.0,8.716588497161865,226662775,10,0,410400937,14.58819368481636,5.899252573966805,49.83534627300105,True,29.122620541995275,1.4815491610279423,54.6318342950035,4,0.0,2.1651623159996234,19.190386103000492,False,0.0,0.0,0.0,0,0,False,False,True
