digits,terms,seconds,digits_per_second,workers_used,chunk_terms,bs_leaf_terms,gpu_threshold_digits,gpu_stages,gpu_chunk_format,sqrt_mode,division_mode,chunk_arith_backend,gpu_calls,cpu_calls,merge_gpu_calls,final_gpu_calls,gpu_prepare_seconds,gpu_backend_total_seconds,gpu_kernel_seconds,gpu_finalize_seconds,gpu_peak_gb,gpu_max_operand_digits,partial_generation_seconds,sqrt_compute_seconds,chunk_conversion_seconds,merge_tree_seconds,sqrt_conversion_seconds,final_chunk_to_mpz_seconds,final_division_seconds,division_fallback_used,newton_reciprocal_seconds,newton_qd_multiply_seconds,newton_correction_seconds,newton_reciprocal_iterations,newton_correction_digits,newton_cpu_correction_used,newton_chunk_fastpath_used,prefix_matches_reference
500000,35718,0.6141859149993252,814085.7479620798,32,8192,8,50000,merge-and-final,binary16,chunk-gpu-rsqrt-prototype,newton-chunk-gpu-seed-prototype,auto,38,2,35,3,0.0,0.16717609900479147,0.051438775002679904,0.0,0.11809062957763672,1514239,0.08683664400086855,0.41389298000103736,0.00332536400128447,0.050759699999616714,0.0,0.0014631520007242216,0.05759267999928852,False,0.02727884100022493,0.003579310001441627,0.018013454999163514,5,0,False,True,True
1000000,71433,0.4207038470012776,2376968.99405097,32,8192,8,50000,merge-and-final,binary16,chunk-gpu-rsqrt-prototype,newton-chunk-gpu-seed-prototype,auto,58,2,55,3,0.0,0.1598440509969805,0.054855294998560566,0.0,0.2358875274658203,3092865,0.16614463499900012,0.08843615899968427,0.006320309001239366,0.10085461299968301,0.0,0.0026132769999094307,0.055819916999098496,False,0.035634512998512946,0.004783226000654395,0.0023001850004220614,6,0,False,True,True
