digits,terms,seconds,digits_per_second,workers_used,chunk_terms,gpu_threshold_digits,gpu_stages,gpu_chunk_format,sqrt_mode,division_mode,gpu_calls,cpu_calls,merge_gpu_calls,final_gpu_calls,gpu_prepare_seconds,gpu_backend_total_seconds,gpu_kernel_seconds,gpu_finalize_seconds,gpu_peak_gb,gpu_max_operand_digits,partial_generation_seconds,sqrt_compute_seconds,chunk_conversion_seconds,merge_tree_seconds,sqrt_conversion_seconds,final_chunk_to_mpz_seconds,final_division_seconds,division_fallback_used,newton_reciprocal_seconds,newton_qd_multiply_seconds,newton_correction_seconds,newton_reciprocal_iterations,newton_correction_digits,newton_cpu_correction_used,newton_chunk_fastpath_used,prefix_matches_reference
100000,7147,0.48392062899802113,206645.45796911858,24,8192,50000,merge-and-final,binary16,mpz-isqrt,newton-chunk-gpu-seed-prototype,8,1,6,2,0.0,0.3287127980001969,0.026839472993742675,0.0,0.02749013900756836,287992,0.019935076998081058,0.0026600799974403344,0.0008084939981927164,0.3494830670024385,0.00015240199718391523,0.0005034839996369556,0.11028199300199049,False,0.07526104700082215,0.004319036997912917,0.017840323998825625,3,0,False,True,True
1000000,71433,0.676875316996302,1477376.9627729878,24,8192,50000,merge-and-final,binary16,mpz-isqrt,newton-chunk-gpu-seed-prototype,46,1,44,2,0.0,0.14751437200902728,0.04873259698797483,0.0,0.24437761306762695,3092865,0.31670770199707476,0.054521733000001404,0.005855500996403862,0.2041545159954694,0.0006097469959058799,0.00332903800153872,0.0910596940011601,False,0.06382289500470506,0.011717168003087863,0.0029023129973211326,6,0,False,True,True
