digits,terms,seconds,digits_per_second,workers_used,chunk_terms,bs_leaf_terms,gpu_threshold_digits,gpu_memory_budget_gb,gpu_stages,gpu_chunk_format,sqrt_mode,division_mode,resolved_division_mode,chunk_arith_backend,gpu_calls,cpu_calls,merge_gpu_calls,final_gpu_calls,gpu_prepare_seconds,gpu_backend_total_seconds,gpu_kernel_seconds,gpu_finalize_seconds,gpu_peak_gb,gpu_max_operand_digits,budget_cpu_calls,oom_cpu_calls,budget_max_operand_digits,budget_max_estimated_peak_gb,partial_generation_seconds,sqrt_compute_seconds,chunk_conversion_seconds,merge_tree_seconds,merge_frontier_max_nodes,sqrt_conversion_seconds,final_chunk_to_mpz_seconds,final_division_seconds,division_fallback_used,newton_reciprocal_seconds,newton_qd_multiply_seconds,newton_correction_seconds,newton_reciprocal_iterations,newton_correction_digits,newton_cpu_correction_used,newton_chunk_fastpath_used,prefix_matches_reference
140000000,10000004,59.66210035199765,2346548.2973951725,32,524288,8,50000,12.0,merge-and-final,binary16,chunk-gpu-rsqrt-prototype,auto,mpz-div,auto,117,47,117,0,0.0,7.889364741975442,5.7019862549204845,0.0,15.708240985870361,297855685,3,0,357361089,13.232375472784042,7.942721879997407,15.571124565998616,1.1068717519883648,16.183025575999636,10,0.0,2.0017682559991954,16.721612697001547,False,0.0,0.0,0.0,0,0,False,False,True
