digits,workers,chunk_terms,bs_leaf_terms,terms,total_seconds,digits_per_second,partial_generation_seconds,chunk_conversion_seconds,merge_tree_seconds,sqrt_compute_seconds,sqrt_scale_seconds,sqrt_conversion_seconds,final_division_seconds,final_chunk_to_mpz_seconds,newton_reciprocal_seconds,newton_qd_multiply_seconds,newton_correction_seconds,newton_reciprocal_iterations,newton_correction_digits,newton_cpu_correction_used,newton_chunk_fastpath_used,gpu_calls,merge_gpu_calls,final_gpu_calls,gpu_prepare_seconds,gpu_backend_total_seconds,gpu_kernel_seconds,gpu_finalize_seconds,gpu_peak_gb,prefix_ok,extension_loaded,device
1000000,1,1024,8,71433,1.1738797440011695,851876.0163553889,0.38032930199915427,0.008644876001199009,0.009883461996651022,0.593788936999772,0.40114719299890567,0.0,0.17687416199987638,0.003294949001428904,0.15491318099884666,0.0051067120002699085,0.0014297710004029796,17,0,False,True,100,97,3,0.0,0.36684866898940527,0.10326234198873863,0.0,0.2303476333618164,True,True,NVIDIA GeForce RTX 3090
