layout,convolution_algorithm,modulus_count,value_count,slot_count,convolution_ntt_size,input_bits,verification_enabled,input_staging_mode,one_time_input_upload_ms,verification_mode,verification_sample_count,checked_scalar_slots,checked_convolution_coefficients,validated_scalar_slots,validated_convolution_coefficients,measured_iterations,cold_kernel_ms,cold_download_reconstruct_ms,cold_end_to_end_ms,avg_encode_ms,avg_pointwise_ms,avg_convolution_ms,avg_kernel_ms,avg_download_reconstruct_ms,avg_end_to_end_ms,avg_scalar_slots_per_second_e2e,avg_convolution_coefficients_per_second_kernel,avg_pipeline_residue_values_per_second_kernel,avg_download_over_kernel_ratio,status
"RNS(native-gpu) layout: residues[modulus][value][slot], modulus_count=3, value_count=64, slot_count=4096, metadata={sign, logical_slots, scale_bits, level}",ntt_global,3,64,4096,8192,24,1,device_reuse,0.832069,sampled,64,64,64,262144,524224,5,2.683552,0.129085,3.832970,0.032864,0.051168,0.499302,0.583334,0.087666,0.771615,339734369.982113,1049912840.161644,9436837629.203766,0.150285,ok
