digits,terms,seconds,digits_per_second,workers_used,chunk_terms,bs_leaf_terms,gpu_threshold_digits,gpu_memory_budget_gb,gpu_stages,gpu_chunk_format,sqrt_mode,division_mode,chunk_arith_backend,gpu_calls,cpu_calls,merge_gpu_calls,final_gpu_calls,gpu_prepare_seconds,gpu_backend_total_seconds,gpu_kernel_seconds,gpu_finalize_seconds,gpu_peak_gb,gpu_max_operand_digits,budget_cpu_calls,oom_cpu_calls,budget_max_operand_digits,budget_max_estimated_peak_gb,partial_generation_seconds,sqrt_compute_seconds,chunk_conversion_seconds,merge_tree_seconds,merge_frontier_max_nodes,sqrt_conversion_seconds,final_chunk_to_mpz_seconds,final_division_seconds,division_fallback_used,newton_reciprocal_seconds,newton_qd_multiply_seconds,newton_correction_seconds,newton_reciprocal_iterations,newton_correction_digits,newton_cpu_correction_used,newton_chunk_fastpath_used,prefix_matches_reference
100000,7147,0.7615812340009143,131305.7564124275,32,8192,8,50000,,merge-and-final,binary16,chunk-gpu-rsqrt-prototype,newton-chunk-gpu-seed-prototype,auto,15,64,12,3,0.0,0.20201650298258755,0.03592305300117005,0.0,0.027199268341064453,287992,0,0,0,0.0,0.020668986995588057,0.6129946979999659,0.0009213810044457205,0.004616295002051629,1,0.0,0.0003991310004494153,0.1218598959967494,False,0.10482367200165754,0.004028985000331886,0.002787482000712771,13,0,False,True,True
1000000,71433,0.6910296519999974,1447115.9046587537,32,8192,8,50000,,merge-and-final,binary16,chunk-gpu-rsqrt-prototype,newton-chunk-gpu-seed-prototype,auto,69,63,66,3,0.0,0.28566221495566424,0.07874039498710772,0.0,0.23654937744140625,3092865,0,0,0,0.0,0.1959750609967159,0.19220486500125844,0.005245902000751812,0.15625248899596045,5,0.0,0.0018403950016363524,0.13888095600123052,False,0.11257049099367578,0.006660078004642855,0.004226958997605834,17,0,False,True,True
