digits,terms,seconds,digits_per_second,workers_used,chunk_terms,gpu_threshold_digits,gpu_stages,gpu_chunk_format,sqrt_mode,division_mode,gpu_calls,cpu_calls,merge_gpu_calls,final_gpu_calls,gpu_prepare_seconds,gpu_backend_total_seconds,gpu_kernel_seconds,gpu_finalize_seconds,gpu_peak_gb,gpu_max_operand_digits,partial_generation_seconds,sqrt_compute_seconds,chunk_conversion_seconds,merge_tree_seconds,sqrt_conversion_seconds,final_chunk_to_mpz_seconds,final_division_seconds,division_fallback_used,newton_reciprocal_seconds,newton_qd_multiply_seconds,newton_correction_seconds,newton_reciprocal_iterations,newton_correction_digits,newton_cpu_correction_used,prefix_matches_reference
650000,46433,125.31735290199867,5186.831551639272,24,8192,50000,merge-and-final,binary16,mpz-isqrt,newton-chunk-prototype,25,0,23,2,0.0,32.19179712100595,0.053625765001925174,0.0,0.23213529586791992,1984390,0.19571067999640945,0.034930115994939115,0.014995608995377552,0.49430093800037866,0.0017365240055369213,0.004072325995366555,124.57071159000043,False,124.51643039299961,0.010243853997963015,0.029354574995522853,1,0,True,True
