digits,terms,seconds,digits_per_second,workers_used,chunk_terms,bs_leaf_terms,gpu_threshold_digits,gpu_stages,gpu_chunk_format,sqrt_mode,division_mode,chunk_arith_backend,gpu_calls,cpu_calls,merge_gpu_calls,final_gpu_calls,gpu_prepare_seconds,gpu_backend_total_seconds,gpu_kernel_seconds,gpu_finalize_seconds,gpu_peak_gb,gpu_max_operand_digits,partial_generation_seconds,sqrt_compute_seconds,chunk_conversion_seconds,merge_tree_seconds,sqrt_conversion_seconds,final_chunk_to_mpz_seconds,final_division_seconds,division_fallback_used,newton_reciprocal_seconds,newton_qd_multiply_seconds,newton_correction_seconds,newton_reciprocal_iterations,newton_correction_digits,newton_cpu_correction_used,newton_chunk_fastpath_used,prefix_matches_reference
100000,7147,0.5925144650009315,168772.25098604604,32,8192,8,50000,merge-and-final,binary16,chunk-gpu-rsqrt-prototype,newton-chunk-gpu-seed-prototype,auto,14,2,11,3,0.0,0.08965566299775674,0.028640709999308456,0.0,0.02780008316040039,287992,0.025978848001614097,0.512762185999236,0.0007309590000659227,0.003724737000084133,0.0,0.0003994369999418268,0.04877865500020562,False,0.016192782999496558,0.0025388849990122253,0.02280104199962807,3,0,False,True,True
500000,35718,0.38698886099882657,1292026.8524253883,32,8192,8,50000,merge-and-final,binary16,chunk-gpu-rsqrt-prototype,newton-chunk-gpu-seed-prototype,auto,38,2,35,3,0.0,0.13388429299629934,0.035069206005573506,0.0,0.12182807922363281,1514239,0.1348827790006908,0.08590192600058799,0.003528162000293378,0.06532417000016721,0.0,0.0013436730005196296,0.09563571999933629,False,0.04462650700043014,0.005753310999352834,0.03466584600028,5,0,False,True,True
1000000,71433,1.0622557000006054,941392.9245090707,32,8192,8,50000,merge-and-final,binary16,chunk-gpu-rsqrt-prototype,newton-chunk-gpu-seed-prototype,auto,58,2,55,3,0.0,0.571672812997349,0.09135292400242179,0.0,0.2413010597229004,3092865,0.21618001199931314,0.15972076100115373,0.010264892000122927,0.2742621629986388,0.0,0.0019475190001685405,0.399338864001038,False,0.324390878999111,0.005395369000325445,0.04972464599995874,6,0,False,True,True
