digits,workers,chunk_terms,bs_leaf_terms,terms,total_seconds,digits_per_second,partial_generation_seconds,chunk_conversion_seconds,merge_tree_seconds,sqrt_compute_seconds,sqrt_scale_seconds,sqrt_conversion_seconds,final_division_seconds,final_chunk_to_mpz_seconds,newton_reciprocal_seconds,newton_qd_multiply_seconds,newton_correction_seconds,newton_reciprocal_iterations,newton_correction_digits,newton_cpu_correction_used,newton_chunk_fastpath_used,gpu_calls,merge_gpu_calls,final_gpu_calls,gpu_prepare_seconds,gpu_backend_total_seconds,gpu_kernel_seconds,gpu_finalize_seconds,gpu_peak_gb,prefix_ok,extension_loaded,device
100000,1,256,8,7147,0.7907072919988423,126469.04994034937,0.02229079500102671,0.001278913001442561,0.0034739539987640455,0.6250889350012585,0.481011858999409,0.0,0.1379130739987886,0.0005144440001458861,0.12708221600041725,0.0024941960000433028,0.001313420001679333,13,0,False,True,79,76,3,0.0,0.35588713601828204,0.076277702995867,0.0,0.027199268341064453,True,True,NVIDIA GeForce RTX 3090
