digits,workers,chunk_terms,bs_leaf_terms,terms,total_seconds,digits_per_second,partial_generation_seconds,chunk_conversion_seconds,merge_tree_seconds,sqrt_compute_seconds,sqrt_conversion_seconds,final_division_seconds,final_chunk_to_mpz_seconds,newton_reciprocal_seconds,newton_qd_multiply_seconds,newton_correction_seconds,newton_reciprocal_iterations,newton_correction_digits,newton_cpu_correction_used,newton_chunk_fastpath_used,gpu_calls,merge_gpu_calls,final_gpu_calls,gpu_prepare_seconds,gpu_backend_total_seconds,gpu_kernel_seconds,gpu_finalize_seconds,gpu_peak_gb,prefix_ok,extension_loaded,device
10000,1,64,8,718,1.0653257769990887,9386.799996681722,0.001551466000819346,0.00013086100079817697,0.0028733360013575293,0.9245410840012482,0.0,0.13596185999995214,0.0001727800008666236,0.12725720900198212,0.003147431998513639,0.0017501129987067543,10,0,False,True,44,41,3,0.0,0.6370502130012028,0.4817749229987385,0.0,0.0018625259399414062,True,True,NVIDIA GeForce RTX 3090
