digits,terms,seconds,digits_per_second,workers_used,chunk_terms,gpu_threshold_digits,gpu_stages,gpu_chunk_format,sqrt_mode,division_mode,gpu_calls,cpu_calls,merge_gpu_calls,final_gpu_calls,gpu_prepare_seconds,gpu_backend_total_seconds,gpu_kernel_seconds,gpu_finalize_seconds,gpu_peak_gb,gpu_max_operand_digits,partial_generation_seconds,sqrt_compute_seconds,chunk_conversion_seconds,merge_tree_seconds,sqrt_conversion_seconds,final_chunk_to_mpz_seconds,final_division_seconds,division_fallback_used,newton_reciprocal_seconds,newton_qd_multiply_seconds,newton_correction_seconds,newton_reciprocal_iterations,newton_correction_digits,newton_cpu_correction_used,prefix_matches_reference
20000000,1428575,9.025271177997638,2215999.8969069463,32,262144,50000,merge-and-final,binary16,mpz-isqrt,mpz-div,21,0,20,1,0.0,1.497147076006513,0.7124277969924151,0.0,3.826430320739746,47429819,2.7937459210006637,1.565824185992824,0.21207242099626455,2.0353252260028967,0.057579161002649926,0.5355710469957558,1.8040165939964936,False,0.0,0.0,0.0,0,0,False,True
