digits,terms,seconds,digits_per_second,workers_used,chunk_terms,gpu_threshold_digits,gpu_stages,gpu_chunk_format,sqrt_mode,division_mode,gpu_calls,cpu_calls,merge_gpu_calls,final_gpu_calls,gpu_prepare_seconds,gpu_backend_total_seconds,gpu_kernel_seconds,gpu_finalize_seconds,gpu_peak_gb,gpu_max_operand_digits,partial_generation_seconds,sqrt_compute_seconds,chunk_conversion_seconds,merge_tree_seconds,sqrt_conversion_seconds,final_chunk_to_mpz_seconds,final_division_seconds,division_fallback_used,newton_reciprocal_seconds,newton_qd_multiply_seconds,newton_correction_seconds,newton_reciprocal_iterations,newton_correction_digits,newton_cpu_correction_used,newton_chunk_fastpath_used,prefix_matches_reference
100000,7147,0.5425377990031848,184318.95470459742,24,8192,50000,merge-and-final,binary16,chunk-gpu-rsqrt-prototype,newton-chunk-gpu-seed-prototype,14,6,11,3,0.0,0.05508450700290268,0.023931023002660368,0.0,0.02780008316040039,287992,0.022228203000850044,0.4547727719982504,0.0009474519974901341,0.004307162998884451,0.0,0.0004927049958496355,0.05968304599809926,False,0.02720149000379024,0.004459755997231696,0.019377459000679664,3,0,False,True,True
1000000,71433,0.7520556180024869,1329688.8901063874,24,8192,50000,merge-and-final,binary16,chunk-gpu-rsqrt-prototype,newton-chunk-gpu-seed-prototype,58,6,55,3,0.0,0.1971751299861353,0.06552859104704112,0.0,0.24840974807739258,3092865,0.3374694099984481,0.110481499999878,0.007468372998118866,0.19473405300232116,0.0,0.003211565999663435,0.09749630500300555,False,0.064218802996038,0.01100484399648849,0.003717032006534282,6,0,False,True,True
