digits,terms,seconds,digits_per_second,workers_used,chunk_terms,bs_leaf_terms,gpu_threshold_digits,gpu_stages,gpu_chunk_format,sqrt_mode,division_mode,chunk_arith_backend,gpu_calls,cpu_calls,merge_gpu_calls,final_gpu_calls,gpu_prepare_seconds,gpu_backend_total_seconds,gpu_kernel_seconds,gpu_finalize_seconds,gpu_peak_gb,gpu_max_operand_digits,partial_generation_seconds,sqrt_compute_seconds,chunk_conversion_seconds,merge_tree_seconds,sqrt_conversion_seconds,final_chunk_to_mpz_seconds,final_division_seconds,division_fallback_used,newton_reciprocal_seconds,newton_qd_multiply_seconds,newton_correction_seconds,newton_reciprocal_iterations,newton_correction_digits,newton_cpu_correction_used,newton_chunk_fastpath_used,prefix_matches_reference
5000000,357147,1.607209232999594,3110982.625870258,32,16384,8,50000,merge-and-final,binary16,chunk-gpu-rsqrt-prototype,newton-chunk-gpu-seed-prototype,auto,122,42,119,3,0.0,0.61602708600185,0.2962352519880369,0.0,1.7319426536560059,16212537,0.31429749699964304,0.6155167189990607,0.042018338999696425,0.39522342900090734,0.0,0.012930470998981036,0.22504262099937478,False,0.15911073999996006,0.01466803999937838,0.004007245001048432,19,0,False,True,True
20000000,1428575,3.1932168680014,6263276.447151484,32,65536,8,50000,merge-and-final,binary16,chunk-gpu-rsqrt-prototype,newton-chunk-gpu-seed-prototype,auto,130,42,127,3,0.0,1.617101628007731,1.078092381994793,0.0,6.957810878753662,67429877,0.8895561950012052,0.6020710579996376,0.1778266800010897,0.964476986999216,0.0,0.05298808999941684,0.49718220599970664,False,0.2973857040014991,0.054996900998958154,0.010618805001286091,21,0,False,True,True
