method,device,dtype,compute_grid,render_grid,render_tile,symmetry_used,active_compression_used,newton_direct_formula_used,elapsed_seconds,peak_gpu_mem_gib
newton,NVIDIA GeForce RTX 3090,complex64,40000,5000,250,True,False,True,12.547995036999055,0.3252720832824707
