method,tol,max_iter,grid_size,render_grid,render_tile,convergence_fraction,mean_iterations,root0_fraction,root1_fraction,root2_fraction
newton,5e-07,55,40000,5000,250,0.99999969625,6.815780760293406,0.3418775925,0.329061051875,0.329061051875
