method,device,dtype,compute_grid,render_grid,render_tile,symmetry_used,active_compression_used,elapsed_seconds,peak_gpu_mem_gib
secant,NVIDIA GeForce RTX 3090,complex64,40000,5000,250,False,False,72.58105026400153,0.47522592544555664
